Gene	0bp	100bp	250bp	500bp	750bp	1000bp	1500bp	2000bp	3000bp	4000bp	5000bp	7500bp	10000bp	up_0bp	up_100bp	up_250bp	up_500bp	up_750bp	up_1000bp	up_1500bp	up_2000bp	up_3000bp	up_4000bp	up_5000bp	up_7500bp	up_10000bp	down_0bp	down_100bp	down_250bp	down_500bp	down_750bp	down_1000bp	down_1500bp	down_2000bp	down_3000bp	down_4000bp	down_5000bp	down_7500bp	down_10000bp
ID=AT2G13965.Araport11.447;Name=AT2G13965		1.0	1.0	1.0	1.0	3.0	4.0	4.0	5.0	5.0	7.0	10.0	12.0						2.0	3.0	3.0	3.0	3.0	5.0	5.0	7.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	5.0	5.0
ID=AT2G30330.Araport11.447;Name=AT2G30330		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0													
ID=AT2G35965.Araport11.447;Name=AT2G35965	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT2G24250.Araport11.447;Name=AT2G24250										1.0	1.0	1.0	2.0										1.0	1.0	1.0	2.0													
ID=AT2G22200.Araport11.447;Name=AT2G22200							1.0	1.0	2.0	3.0	5.0	5.0	7.0							1.0	1.0	1.0	1.0	2.0	2.0	2.0									1.0	2.0	3.0	3.0	5.0
ID=AT2G38000.Araport11.447;Name=AT2G38000																																							
ID=AT2G39560.Araport11.447;Name=AT2G39560																																							
ID=AT2G01450.Araport11.447;Name=AT2G01450	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT2G04795.Araport11.447;Name=AT2G04795				1.0	1.0	1.0	2.0	3.0	4.0	6.0	6.0	7.0	11.0				1.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0	4.0	4.0							1.0	1.0	2.0	3.0	3.0	3.0	7.0
ID=AT2G48020.Araport11.447;Name=AT2G48020																																							
ID=AT2G07671.Araport11.447;Name=AT2G07671																																							
ID=AT2G32900.Araport11.447;Name=AT2G32900																																							
ID=AT2G39250.Araport11.447;Name=AT2G39250													2.0																										2.0
ID=AT2G27340.Araport11.447;Name=AT2G27340													1.0													1.0													
ID=AT2G05335.Araport11.447;Name=AT2G05335				1.0	3.0	3.0	3.0	5.0	6.0	7.0	10.0	13.0	13.0								2.0	3.0	3.0	4.0	6.0	6.0				1.0	3.0	3.0	3.0	3.0	3.0	4.0	6.0	7.0	7.0
ID=AT2G25890.Araport11.447;Name=AT2G25890									1.0	1.0	1.0	1.0	1.0																						1.0	1.0	1.0	1.0	1.0
ID=AT2G46670.Araport11.447;Name=AT2G46670												1.0	4.0												1.0	4.0													
ID=AT2G41750.Araport11.447;Name=AT2G41750									2.0	2.0	2.0	2.0	2.0																						2.0	2.0	2.0	2.0	2.0
ID=AT2G26950.Araport11.447;Name=AT2G26950				1.0	1.0	3.0	3.0	5.0	5.0	5.0	5.0	8.0	8.0						2.0	2.0	3.0	3.0	3.0	3.0	6.0	6.0				1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0
ID=AT2G16018.Araport11.447;Name=AT2G16018	5.0	5.0	5.0	5.0	5.0	5.0	6.0	6.0	6.0	9.0	10.0	12.0	12.0	5.0	5.0	5.0	5.0	5.0	5.0	6.0	6.0	6.0	7.0	8.0	8.0	8.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	7.0	7.0	9.0	9.0
ID=AT2G33390.Araport11.447;Name=AT2G33390																																							
ID=AT2G41473.Araport11.447;Name=AT2G41473											3.0	4.0	4.0											2.0	3.0	3.0											1.0	1.0	1.0
ID=AT2G30575.Araport11.447;Name=AT2G30575																																							
ID=AT2G42220.Araport11.447;Name=AT2G42220												1.0	1.0																									1.0	1.0
ID=AT2G21780.Araport11.447;Name=AT2G21780					1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0					1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0													
ID=AT2G40640.Araport11.447;Name=AT2G40640													1.0																										1.0
ID=AT2G44065.Araport11.447;Name=AT2G44065																																							
ID=AT2G21580.Araport11.447;Name=AT2G21580								1.0	2.0	3.0	3.0	4.0	4.0								1.0	2.0	3.0	3.0	4.0	4.0													
ID=AT2G34357.Araport11.447;Name=AT2G34357												1.0	1.0												1.0	1.0													
ID=AT2G35215.Araport11.447;Name=AT2G35215					1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT2G37700.Araport11.447;Name=AT2G37700										1.0	1.0	4.0	4.0												3.0	3.0										1.0	1.0	1.0	1.0
ID=AT2G39240.Araport11.447;Name=AT2G39240										1.0	2.0	2.0	2.0																							1.0	2.0	2.0	2.0
ID=AT2G36010.Araport11.447;Name=AT2G36010												1.0	1.0																									1.0	1.0
ID=AT2G44470.Araport11.447;Name=AT2G44470				1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0				1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0													
ID=AT2G05850.Araport11.447;Name=AT2G05850	1.0	1.0	1.0	1.0	1.0	1.0	4.0	4.0	6.0	9.0	9.0	10.0	13.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	3.0	4.0	4.0	5.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	4.0	6.0	6.0	6.0	9.0
ID=AT2G01890.Araport11.447;Name=AT2G01890			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0																1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0
ID=AT2G46210.Araport11.447;Name=AT2G46210																																							
ID=AT2G41650.Araport11.447;Name=AT2G41650																																							
ID=AT2G28600.Araport11.447;Name=AT2G28600							1.0	1.0	1.0	1.0	1.0	1.0	1.0																				1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT2G35010.Araport11.447;Name=AT2G35010	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT2G27610.Araport11.447;Name=AT2G27610			1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0			1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0													
ID=AT2G10553.Araport11.447;Name=AT2G10553		1.0	1.0	1.0	1.0	3.0	5.0	5.0	10.0	11.0	11.0	11.0	11.0						1.0	1.0	1.0	2.0	3.0	3.0	3.0	3.0		1.0	1.0	1.0	1.0	2.0	4.0	4.0	8.0	8.0	8.0	8.0	8.0
ID=AT2G47920.Araport11.447;Name=AT2G47920												2.0	2.0																									2.0	2.0
ID=AT2G42470.Araport11.447;Name=AT2G42470											1.0	2.0	3.0												1.0	1.0											1.0	1.0	2.0
ID=AT2G44490.Araport11.447;Name=AT2G44490																																							
ID=AT2G20250.Araport11.447;Name=AT2G20250																																							
ID=AT2G42000.Araport11.447;Name=AT2G42000			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0													
ID=AT2G42900.Araport11.447;Name=AT2G42900										1.0	1.0	1.0	1.0										1.0	1.0	1.0	1.0													
ID=AT2G16200.Araport11.447;Name=AT2G16200				1.0	1.0	3.0	5.0	5.0	5.0	5.0	5.0	6.0	6.0				1.0	1.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0							1.0	1.0	1.0	1.0	1.0	2.0	2.0
ID=AT2G33170.Araport11.447;Name=AT2G33170	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	3.0	4.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0
ID=AT2G13125.Araport11.447;Name=AT2G13125			1.0	1.0	2.0	2.0	2.0	2.0	3.0	3.0	4.0	11.0	17.0									1.0	1.0	2.0	4.0	4.0			1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	7.0	13.0
ID=AT2G26970.Araport11.447;Name=AT2G26970		1.0	1.0	1.0	1.0	2.0	3.0	3.0	3.0	3.0	3.0	6.0	7.0															1.0	1.0	1.0	1.0	2.0	3.0	3.0	3.0	3.0	3.0	6.0	7.0
ID=AT2G31650.Araport11.447;Name=AT2G31650																																							
ID=AT2G25790.Araport11.447;Name=AT2G25790										1.0	1.0	2.0	2.0										1.0	1.0	1.0	1.0												1.0	1.0
ID=AT2G29390.Araport11.447;Name=AT2G29390																																							
ID=AT2G22860.Araport11.447;Name=AT2G22860					1.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0						1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0					1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT2G31130.Araport11.447;Name=AT2G31130				1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0				1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0													
ID=AT2G26440.Araport11.447;Name=AT2G26440																																							
ID=AT2G42640.Araport11.447;Name=AT2G42640																																							
ID=AT2G06845.Araport11.447;Name=AT2G06845						2.0	2.0	3.0	3.0	3.0	7.0	12.0	13.0						1.0	1.0	1.0	1.0	1.0	3.0	6.0	7.0						1.0	1.0	2.0	2.0	2.0	4.0	6.0	6.0
ID=AT2G41080.Araport11.447;Name=AT2G41080																																							
ID=AT2G44930.Araport11.447;Name=AT2G44930												1.0	1.0												1.0	1.0													
ID=AT2G31610.Araport11.447;Name=AT2G31610																																							
ID=AT2G38510.Araport11.447;Name=AT2G38510																																							
ID=AT2G16250.Araport11.447;Name=AT2G16250				1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0				1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0												1.0	1.0
ID=AT2G46150.Araport11.447;Name=AT2G46150										1.0	1.0	1.0	1.0										1.0	1.0	1.0	1.0													
ID=AT2G31260.Araport11.447;Name=AT2G31260													1.0													1.0													
ID=AT2G40150.Araport11.447;Name=AT2G40150												1.0	1.0												1.0	1.0													
ID=AT2G36470.Araport11.447;Name=AT2G36470																																							
ID=AT2G37280.Araport11.447;Name=AT2G37280	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT2G47860.Araport11.447;Name=AT2G47860																																							
ID=AT2G43700.Araport11.447;Name=AT2G43700												1.0	1.0																									1.0	1.0
ID=AT2G39170.Araport11.447;Name=AT2G39170																																							
ID=AT2G42330.Araport11.447;Name=AT2G42330																																							
ID=AT2G16040.Araport11.447;Name=AT2G16040	2.0	2.0	2.0	2.0	3.0	3.0	3.0	3.0	6.0	8.0	8.0	9.0	11.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	5.0	7.0	7.0	8.0	10.0	2.0	2.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
ID=AT2G24140.Araport11.447;Name=AT2G24140	2.0	2.0	2.0	2.0	2.0	3.0	3.0	3.0	4.0	4.0	5.0	9.0	9.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0	3.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	7.0	7.0
ID=AT2G39790.Araport11.447;Name=AT2G39790				1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0																	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0
ID=AT2G47340.Araport11.447;Name=AT2G47340			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT2G18460.Araport11.447;Name=AT2G18460												2.0	3.0													1.0												2.0	2.0
ID=AT2G24285.Araport11.447;Name=AT2G24285			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0												2.0	2.0
ID=AT2G40316.Araport11.447;Name=AT2G40316																																							
ID=AT2G13600.Araport11.447;Name=AT2G13600			1.0	1.0	2.0	2.0	3.0	3.0	4.0	5.0	6.0	6.0	6.0			1.0	1.0	2.0	2.0	3.0	3.0	4.0	4.0	5.0	5.0	5.0										1.0	1.0	1.0	1.0
ID=AT2G10545.Araport11.447;Name=AT2G10545					1.0	2.0	4.0	7.0	10.0	11.0	12.0	17.0	26.0					1.0	2.0	4.0	7.0	10.0	11.0	12.0	12.0	18.0												5.0	8.0
ID=AT2G33640.Araport11.447;Name=AT2G33640												2.0	2.0												2.0	2.0													
ID=AT2G31380.Araport11.447;Name=AT2G31380												3.0	3.0												3.0	3.0													
ID=AT2G22540.Araport11.447;Name=AT2G22540					1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0																		1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0
ID=AT2G22425.Araport11.447;Name=AT2G22425												1.0	1.0																									1.0	1.0
ID=AT2G33020.Araport11.447;Name=AT2G33020											1.0	1.0	1.0																								1.0	1.0	1.0
ID=AT2G22330.Araport11.447;Name=AT2G22330					1.0	1.0	1.0	1.0	2.0	3.0	3.0	4.0	4.0									1.0	2.0	2.0	3.0	3.0					1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT2G05590.Araport11.447;Name=AT2G05590			1.0	2.0	2.0	3.0	3.0	4.0	5.0	8.0	9.0	14.0	16.0			1.0	2.0	2.0	3.0	3.0	4.0	5.0	8.0	8.0	9.0	11.0											1.0	5.0	5.0
ID=AT2G15790.Araport11.447;Name=AT2G15790			1.0	2.0	2.0	3.0	3.0	4.0	4.0	4.0	6.0	10.0	11.0				1.0	1.0	2.0	2.0	3.0	3.0	3.0	3.0	5.0	5.0			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	5.0	6.0
ID=AT2G29000.Araport11.447;Name=AT2G29000																																							
ID=AT2G45530.Araport11.447;Name=AT2G45530																																							
ID=AT2G07698.Araport11.447;Name=AT2G07698												1.0	1.0												1.0	1.0													
ID=AT2G47020.Araport11.447;Name=AT2G47020		1.0	1.0	1.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0		1.0	1.0	1.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0													
ID=AT2G18180.Araport11.447;Name=AT2G18180									1.0	3.0	4.0	6.0	6.0									1.0	1.0	1.0	2.0	2.0										2.0	3.0	4.0	4.0
ID=AT2G34070.Araport11.447;Name=AT2G34070									1.0	1.0	1.0	1.0	1.0									1.0	1.0	1.0	1.0	1.0													
ID=AT2G03040.Araport11.447;Name=AT2G03040																																							
ID=AT2G05620.Araport11.447;Name=AT2G05620		3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	7.0	9.0	14.0	18.0										4.0	6.0	7.0	11.0		3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	7.0	7.0
ID=AT2G17230.Araport11.447;Name=AT2G17230													1.0													1.0													
ID=AT2G37035.Araport11.447;Name=AT2G37035													1.0													1.0													
ID=AT2G46400.Araport11.447;Name=AT2G46400																																							
ID=AT2G11891.Araport11.447;Name=AT2G11891								3.0	3.0	3.0	8.0	12.0	14.0								3.0	3.0	3.0	5.0	9.0	9.0											3.0	3.0	5.0
ID=AT2G40085.Araport11.447;Name=AT2G40085	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT2G03260.Araport11.447;Name=AT2G03260	2.0	2.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	5.0	7.0	8.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	4.0	2.0	2.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	5.0	6.0	6.0
ID=AT2G16530.Araport11.447;Name=AT2G16530							1.0	2.0	3.0	4.0	5.0	10.0	14.0								1.0	2.0	2.0	3.0	6.0	8.0							1.0	1.0	1.0	2.0	2.0	4.0	6.0
ID=AT2G31862.Araport11.447;Name=AT2G31862											1.0	1.0	1.0											1.0	1.0	1.0													
ID=AT2G25140.Araport11.447;Name=AT2G25140	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	4.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	4.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
ID=AT2G32920.Araport11.447;Name=AT2G32920																																							
ID=AT2G41660.Araport11.447;Name=AT2G41660																																							
ID=AT2G29820.Araport11.447;Name=AT2G29820									1.0	2.0	2.0	2.0	3.0										1.0	1.0	1.0	1.0									1.0	1.0	1.0	1.0	2.0
ID=AT2G05440.Araport11.447;Name=AT2G05440				1.0	1.0	1.0	1.0	1.0	2.0	2.0	5.0	5.0	5.0				1.0	1.0	1.0	1.0	1.0	2.0	2.0	5.0	5.0	5.0													
ID=AT2G42270.Araport11.447;Name=AT2G42270											1.0	1.0	1.0											1.0	1.0	1.0													
ID=AT2G37600.Araport11.447;Name=AT2G37600																																							
ID=AT2G26010.Araport11.447;Name=AT2G26010												1.0	3.0												1.0	2.0													1.0
ID=AT2G07290.Araport11.447;Name=AT2G07290								1.0	3.0	4.0	5.0	7.0	8.0								1.0	3.0	4.0	5.0	7.0	8.0													
ID=AT2G15290.Araport11.447;Name=AT2G15290											2.0	4.0	6.0											2.0	2.0	4.0												2.0	2.0
ID=AT2G28640.Araport11.447;Name=AT2G28640	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0
ID=AT2G44770.Araport11.447;Name=AT2G44770											1.0	1.0	1.0																								1.0	1.0	1.0
ID=AT2G35160.Araport11.447;Name=AT2G35160													1.0													1.0													
ID=AT2G16640.Araport11.447;Name=AT2G16640							1.0	1.0	1.0	3.0	8.0	9.0	13.0							1.0	1.0	1.0	1.0	2.0	2.0	4.0										2.0	6.0	7.0	9.0
ID=AT2G46950.Araport11.447;Name=AT2G46950																																							
ID=AT2G19110.Araport11.447;Name=AT2G19110									1.0	1.0	1.0	1.0	2.0									1.0	1.0	1.0	1.0	2.0													
ID=AT2G34920.Araport11.447;Name=AT2G34920																																							
ID=AT2G43450.Araport11.447;Name=AT2G43450																																							
ID=AT2G35600.Araport11.447;Name=AT2G35600												3.0	3.0												2.0	2.0												1.0	1.0
ID=AT2G40320.Araport11.447;Name=AT2G40320																																							
ID=AT2G20010.Araport11.447;Name=AT2G20010																																							
ID=AT2G41340.Araport11.447;Name=AT2G41340													1.0													1.0													
ID=AT2G32340.Araport11.447;Name=AT2G32340																																							
ID=AT2G24255.Araport11.447;Name=AT2G24255							1.0	1.0	1.0	1.0	1.0	2.0	2.0							1.0	1.0	1.0	1.0	1.0	2.0	2.0													
ID=AT2G33830.Araport11.447;Name=AT2G33830					1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0					1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0													
ID=AT2G15680.Araport11.447;Name=AT2G15680	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	6.0	7.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	5.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0
ID=AT2G20970.Araport11.447;Name=AT2G20970						1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0																			1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0
ID=AT2G25840.Araport11.447;Name=AT2G25840																																							
ID=AT2G47320.Araport11.447;Name=AT2G47320											1.0	1.0	1.0																								1.0	1.0	1.0
ID=AT2G27220.Araport11.447;Name=AT2G27220										1.0	1.0	1.0	3.0										1.0	1.0	1.0	3.0													
ID=AT2G25240.Araport11.447;Name=AT2G25240			1.0	1.0	1.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	4.0								2.0	2.0	2.0	2.0	2.0	3.0			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT2G16594.Araport11.447;Name=AT2G16594										2.0	2.0	5.0	11.0												2.0	2.0										2.0	2.0	3.0	9.0
ID=AT2G17787.Araport11.447;Name=AT2G17787				1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0				1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0													
ID=AT2G17780.Araport11.447;Name=AT2G17780									3.0	3.0	4.0	5.0	5.0									1.0	1.0	1.0	1.0	1.0									2.0	2.0	3.0	4.0	4.0
ID=AT2G34224.Araport11.447;Name=AT2G34224									2.0	3.0	3.0	3.0	3.0									2.0	3.0	3.0	3.0	3.0													
ID=AT2G34980.Araport11.447;Name=AT2G34980										1.0	1.0	1.0	1.0																							1.0	1.0	1.0	1.0
ID=AT2G34780.Araport11.447;Name=AT2G34780													3.0																										3.0
ID=AT2G17695.Araport11.447;Name=AT2G17695												3.0	3.0												3.0	3.0													
ID=AT2G32880.Araport11.447;Name=AT2G32880																																							
ID=AT2G43090.Araport11.447;Name=AT2G43090																																							
ID=AT2G38370.Araport11.447;Name=AT2G38370																																							
ID=AT2G32990.Araport11.447;Name=AT2G32990										1.0	1.0	1.0	1.0																							1.0	1.0	1.0	1.0
ID=AT2G28340.Araport11.447;Name=AT2G28340								1.0	1.0	1.0	1.0	1.0	2.0								1.0	1.0	1.0	1.0	1.0	2.0													
ID=AT2G15830.Araport11.447;Name=AT2G15830									2.0	2.0	2.0	7.0	10.0									1.0	1.0	1.0	3.0	4.0									1.0	1.0	1.0	4.0	6.0
ID=AT2G47760.Araport11.447;Name=AT2G47760																																							
ID=AT2G14260.Araport11.447;Name=AT2G14260							1.0	1.0	1.0	2.0	4.0	6.0	9.0							1.0	1.0	1.0	2.0	2.0	3.0	4.0											2.0	3.0	5.0
ID=AT2G22000.Araport11.447;Name=AT2G22000																																							
ID=AT2G47640.Araport11.447;Name=AT2G47640													1.0													1.0													
ID=AT2G31335.Araport11.447;Name=AT2G31335																																							
ID=AT2G47010.Araport11.447;Name=AT2G47010										2.0	3.0	3.0	3.0																							2.0	3.0	3.0	3.0
ID=AT2G47900.Araport11.447;Name=AT2G47900													2.0													2.0													
ID=AT2G01560.Araport11.447;Name=AT2G01560											1.0	1.0	2.0																								1.0	1.0	2.0
ID=AT2G34370.Araport11.447;Name=AT2G34370																																							
ID=AT2G43535.Araport11.447;Name=AT2G43535																																							
ID=AT2G44200.Araport11.447;Name=AT2G44200													3.0													3.0													
ID=AT2G16730.Araport11.447;Name=AT2G16730				1.0	1.0	1.0	1.0	1.0	2.0	5.0	6.0	6.0	6.0									1.0	3.0	3.0	3.0	3.0				1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0	3.0	3.0
ID=AT2G06983.Araport11.447;Name=AT2G06983			1.0	1.0	2.0	3.0	3.0	3.0	5.0	6.0	6.0	10.0	11.0					1.0	2.0	2.0	2.0	4.0	4.0	4.0	8.0	9.0			1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0
ID=AT2G24130.Araport11.447;Name=AT2G24130	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	6.0	8.0	9.0	9.0	9.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	5.0	6.0	6.0	6.0	6.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	4.0	5.0	5.0	5.0
ID=AT2G36230.Araport11.447;Name=AT2G36230										2.0	2.0	2.0	2.0																							2.0	2.0	2.0	2.0
ID=AT2G07110.Araport11.447;Name=AT2G07110			2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0	9.0			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	6.0			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0
ID=AT2G17723.Araport11.447;Name=AT2G17723	1.0	2.0	2.0	2.0	2.0	2.0	3.0	5.0	5.0	5.0	5.0	5.0	8.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0	4.0	4.0	4.0	4.0	7.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
ID=AT2G35580.Araport11.447;Name=AT2G35580				1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT2G30350.Araport11.447;Name=AT2G30350											1.0	1.0	1.0																								1.0	1.0	1.0
ID=AT2G34930.Araport11.447;Name=AT2G34930																																							
ID=AT2G40960.Araport11.447;Name=AT2G40960	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT2G07648.Araport11.447;Name=AT2G07648																																							
ID=AT2G18940.Araport11.447;Name=AT2G18940				1.0	2.0	3.0	4.0	4.0	5.0	6.0	7.0	7.0	7.0																	1.0	2.0	3.0	4.0	4.0	5.0	6.0	7.0	7.0	7.0
ID=AT2G06265.Araport11.447;Name=AT2G06265						2.0	2.0	2.0	3.0	3.0	3.0	7.0	13.0						2.0	2.0	2.0	2.0	2.0	2.0	4.0	5.0									1.0	1.0	1.0	3.0	8.0
ID=AT2G19570.Araport11.447;Name=AT2G19570													1.0																										1.0
ID=AT2G35370.Araport11.447;Name=AT2G35370									2.0	2.0	2.0	2.0	2.0																						2.0	2.0	2.0	2.0	2.0
ID=AT2G42800.Araport11.447;Name=AT2G42800																																							
ID=AT2G39200.Araport11.447;Name=AT2G39200													1.0																										1.0
