gene:Feature	CG_Total_C	CG_Methylated_C	CG_Total_Reads	CG_Methylated_Reads	CG_Weighted_mC	CHG_Total_C	CHG_Methylated_C	CHG_Total_Reads	CHG_Methylated_Reads	CHG_Weighted_mC	CHH_Total_C	CHH_Methylated_C	CHH_Total_Reads	CHH_Methylated_Reads	CHH_Weighted_mC	CG_pvalue	CG_qvalue	CHG_pvalue	CHG_qvalue	CHH_pvalue	CHH_qvalue	Classification
gene:BVRB_4g092250	4.0	0.0	53.0	4.0	0.07547169811320754	7.0	0.0	78.0	1.0	0.01282051282051282	7.0	0.0	114.0	0.0	0.0							NA
gene:BVRB_4g091610	15.0	1.0	116.0	19.0	0.16379310344827586	17.0	0.0	125.0	0.0	0.0	44.0	0.0	373.0	1.0	0.0026809651474530827					1.0	1.0	Unmethylated
gene:BVRB_4g092150	21.0	13.0	142.0	95.0	0.6690140845070423	22.0	0.0	215.0	0.0	0.0	70.0	1.0	611.0	2.0	0.003273322422258593	0.0013763994254233848	0.002674949402775497	1.0	1.0	0.5528168616584764	1.0	gbM
gene:BVRB_4g092460	1.0	0.0	3.0	0.0	0.0	5.0	3.0	49.0	26.0	0.5306122448979592	21.0	9.0	189.0	77.0	0.4074074074074074					8.653276825959512e-13	5.798169743672322e-12	TE-like
gene:BVRB_4g092090	2.0	2.0	52.0	15.0	0.28846153846153844	13.0	0.0	226.0	2.0	0.008849557522123894	25.0	0.0	334.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_4g092260	19.0	9.0	194.0	94.0	0.4845360824742268	17.0	0.0	158.0	0.0	0.0	50.0	0.0	465.0	1.0	0.002150537634408602					1.0	1.0	Unclassified
gene:BVRB_4g091480	15.0	15.0	131.0	123.0	0.9389312977099236	43.0	43.0	428.0	389.0	0.9088785046728972	179.0	57.0	1671.0	301.0	0.180131657690006			1.0704807566398431e-54	1.423739406330992e-53	1.4388360812700865e-64	4.143354950946493e-63	TE-like
gene:BVRB_4g092500																						NA
gene:BVRB_4g092350	29.0	14.0	251.0	124.0	0.4940239043824701	27.0	0.0	270.0	0.0	0.0	80.0	0.0	751.0	1.0	0.0013315579227696404	0.017962155249252727	0.032321640956172265	1.0	1.0	1.0	1.0	gbM
gene:BVRB_4g092430	8.0	7.0	76.0	57.0	0.75	7.0	0.0	64.0	0.0	0.0	21.0	0.0	189.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_4g091420																						NA
gene:BVRB_4g091370	11.0	3.0	96.0	18.0	0.1875	7.0	0.0	75.0	1.0	0.013333333333333334	18.0	0.0	148.0	0.0	0.0							Unclassified
gene:BVRB_4g091920						3.0	0.0	35.0	0.0	0.0	2.0	0.0	25.0	0.0	0.0							NA
gene:BVRB_4g091710	11.0	11.0	74.0	73.0	0.9864864864864864	32.0	0.0	192.0	1.0	0.005208333333333333	86.0	0.0	563.0	3.0	0.0053285968028419185			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_4g091440																						NA
gene:BVRB_4g092570	3.0	3.0	18.0	18.0	1.0	9.0	9.0	46.0	45.0	0.9782608695652174	19.0	5.0	93.0	20.0	0.21505376344086025							Unclassified
gene:BVRB_4g091340	1.0	0.0	14.0	0.0	0.0						4.0	0.0	34.0	1.0	0.029411764705882363							NA
gene:BVRB_4g091470																						NA
gene:BVRB_4g091810																						NA
gene:BVRB_4g092310	1.0	0.0	13.0	0.0	0.0	3.0	0.0	21.0	0.0	0.0	9.0	0.0	110.0	1.0	0.00909090909090909							NA
gene:BVRB_4g091960	63.0	45.0	774.0	603.0	0.7790697674418605	123.0	0.0	1496.0	5.0	0.0033422459893048127	292.0	0.0	3622.0	7.0	0.001932633903920486	1.750737641664725e-12	5.983068895837974e-12	1.0	1.0	1.0	1.0	gbM
gene:BVRB_4g091790	11.0	10.0	76.0	72.0	0.9473684210526316	23.0	0.0	158.0	0.0	0.0	48.0	0.0	429.0	1.0	0.002331002331002331			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_4g092370	38.0	0.0	215.0	0.0	0.0	10.0	0.0	61.0	0.0	0.0	36.0	0.0	244.0	0.0	0.0	1.0	1.0			1.0	1.0	Unmethylated
gene:BVRB_4g091550	48.0	32.0	502.0	303.0	0.603585657370518	79.0	0.0	767.0	4.0	0.005215123859191657	200.0	0.0	1748.0	4.0	0.0022883295194508014	4.057639756180634e-08	9.98301919555206e-08	1.0	1.0	1.0	1.0	gbM
gene:BVRB_4g091820																						NA
gene:BVRB_4g092180	8.0	2.0	109.0	7.0	0.06422018348623854	11.0	0.0	79.0	1.0	0.012658227848101266	42.0	0.0	578.0	0.0	0.0					1.0	1.0	Unmethylated
gene:BVRB_4g092620	2.0	0.0	21.0	0.0	0.0	1.0	0.0	12.0	0.0	0.0	16.0	0.0	131.0	0.0	0.0							NA
gene:BVRB_4g091830	6.0	0.0	55.0	0.0	0.0	4.0	0.0	36.0	2.0	0.05555555555555555	8.0	0.0	77.0	0.0	0.0							NA
gene:BVRB_4g091530																						NA
gene:BVRB_4g092020	9.0	8.0	67.0	50.0	0.746268656716418	12.0	0.0	92.0	0.0	0.0	30.0	0.0	270.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_4g092400	4.0	1.0	17.0	4.0	0.2352941176470588	8.0	5.0	57.0	41.0	0.7192982456140351	26.0	4.0	170.0	18.0	0.10588235294117647					0.00020872788984504123	0.0009831778152841033	TE-like
gene:BVRB_4g092600																						NA
gene:BVRB_4g092010	10.0	2.0	114.0	16.0	0.14035087719298245	8.0	0.0	95.0	0.0	0.0	29.0	0.0	274.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_4g092140	2.0	2.0	24.0	10.0	0.4166666666666667	6.0	6.0	36.0	23.0	0.6388888888888888	12.0	2.0	121.0	12.0	0.09917355371900828							Unclassified
gene:BVRB_4g092550	20.0	5.0	145.0	18.0	0.12413793103448276	18.0	0.0	147.0	0.0	0.0	59.0	0.0	437.0	2.0	0.004576659038901603	0.7100186915407805	1.0			1.0	1.0	Unclassified
gene:BVRB_4g092070																						NA
gene:BVRB_4g091460																						NA
gene:BVRB_4g091690																						NA
gene:BVRB_4g092050	3.0	3.0	13.0	13.0	1.0	6.0	0.0	21.0	0.0	0.0	11.0	0.0	42.0	0.0	0.0							Unclassified
gene:BVRB_4g092120	10.0	2.0	114.0	49.0	0.4298245614035088	21.0	12.0	367.0	306.0	0.8337874659400545	51.0	11.0	564.0	100.0	0.1773049645390071			1.5891692896935884e-10	6.893752414902583e-10	1.3617593688915614e-11	8.691476028881689e-11	TE-like
gene:BVRB_4g092240	30.0	24.0	301.0	253.0	0.8405315614617941	65.0	0.0	545.0	1.0	0.0018348623853211008	144.0	0.0	1342.0	3.0	0.0022354694485842027	6.430700089919375e-09	1.6504810037694492e-08	1.0	1.0	1.0	1.0	gbM
gene:BVRB_4g091870						3.0	0.0	64.0	0.0	0.0	18.0	0.0	171.0	0.0	0.0							NA
gene:BVRB_4g091390	8.0	0.0	52.0	1.0	0.019230769230769232	8.0	0.0	50.0	0.0	0.0	24.0	0.0	125.0	0.0	0.0					1.0	1.0	Unmethylated
gene:BVRB_4g092060	11.0	5.0	64.0	27.0	0.421875	9.0	5.0	50.0	24.0	0.48	28.0	4.0	160.0	28.0	0.175					0.0002807077111472632	0.0013153161322328902	TE-like
gene:BVRB_4g092560	4.0	4.0	16.0	14.0	0.875	1.0	1.0	5.0	4.0	0.8	4.0	0.0	41.0	2.0	0.04878048780487805							NA
gene:BVRB_4g091290	11.0	6.0	114.0	46.0	0.4035087719298245	25.0	0.0	202.0	1.0	0.0049504950495049506	68.0	0.0	495.0	5.0	0.010101010101010102			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_4g091450	36.0	36.0	593.0	574.0	0.9679595278246206	60.0	60.0	914.0	831.0	0.9091903719912472	152.0	47.0	2205.0	292.0	0.13242630385487528	1.9557278617875247e-20	1.4152408925342104e-19	4.925333303807918e-76	9.868031564776696e-75	7.728252935419725e-53	1.7292769629870962e-51	TE-like
gene:BVRB_4g091410																						NA
gene:BVRB_4g092390	2.0	2.0	37.0	36.0	0.972972972972973	37.0	37.0	1167.0	1107.0	0.948586118251928	107.0	43.0	2563.0	503.0	0.19625438938743656			3.6335848168203053e-47	3.9570624895372354e-46	2.4532144094050586e-54	5.69789764726757e-53	TE-like
gene:BVRB_4g092200											7.0	0.0	72.0	0.0	0.0							NA
gene:BVRB_4g092520	10.0	0.0	64.0	1.0	0.015625	6.0	0.0	41.0	0.0	0.0	28.0	0.0	191.0	1.0	0.005235602094240838					1.0	1.0	Unmethylated
gene:BVRB_4g091650	1.0	1.0	7.0	7.0	1.0	1.0	0.0	14.0	0.0	0.0	11.0	0.0	91.0	1.0	0.01098901098901099							NA
gene:BVRB_4g091380	8.0	0.0	51.0	0.0	0.0	13.0	0.0	75.0	1.0	0.013333333333333334	24.0	0.0	134.0	0.0	0.0					1.0	1.0	Unmethylated
gene:BVRB_4g092640	9.0	8.0	87.0	68.0	0.7816091954022989	3.0	3.0	22.0	21.0	0.9545454545454546	36.0	28.0	300.0	109.0	0.3633333333333333					1.1716629824737804e-47	2.323971060222331e-46	TE-like
gene:BVRB_4g091490																						NA
gene:BVRB_4g091310	15.0	9.0	196.0	124.0	0.6326530612244898	24.0	1.0	211.0	3.0	0.014218009478672985	69.0	0.0	943.0	0.0	0.0			0.7464712437443786	1.0	1.0	1.0	Unclassified
gene:BVRB_4g092170	1.0	1.0	27.0	24.0	0.8888888888888888	7.0	0.0	70.0	0.0	0.0	7.0	0.0	153.0	2.0	0.013071895424836602							NA
gene:BVRB_4g091910						2.0	0.0	23.0	0.0	0.0	5.0	0.0	37.0	0.0	0.0							NA
gene:BVRB_4g091780																						NA
gene:BVRB_4g091720	7.0	4.0	39.0	20.0	0.5128205128205128	7.0	2.0	56.0	6.0	0.10714285714285714	29.0	0.0	213.0	2.0	0.009389671361502348					1.0	1.0	Unclassified
gene:BVRB_4g092580	3.0	0.0	25.0	0.0	0.0	1.0	0.0	23.0	0.0	0.0	13.0	0.0	130.0	0.0	0.0							NA
gene:BVRB_4g091880	4.0	4.0	36.0	35.0	0.9722222222222222	9.0	0.0	70.0	0.0	0.0	15.0	0.0	134.0	0.0	0.0							Unclassified
gene:BVRB_4g092040	3.0	3.0	18.0	18.0	1.0	6.0	0.0	46.0	0.0	0.0	15.0	0.0	132.0	0.0	0.0							Unclassified
gene:BVRB_4g091350	6.0	2.0	121.0	20.0	0.1652892561983471	6.0	1.0	109.0	6.0	0.05504587155963303	17.0	1.0	343.0	6.0	0.01749271137026239							Unclassified
gene:BVRB_4g091360	4.0	0.0	25.0	0.0	0.0	2.0	0.0	12.0	0.0	0.0	2.0	0.0	51.0	0.0	0.0							NA
gene:BVRB_4g091980	11.0	0.0	80.0	0.0	0.0	16.0	0.0	99.0	0.0	0.0	41.0	0.0	300.0	2.0	0.006666666666666667					1.0	1.0	Unmethylated
gene:BVRB_4g092100	3.0	2.0	27.0	18.0	0.6666666666666666	8.0	1.0	66.0	11.0	0.16666666666666666	15.0	0.0	141.0	8.0	0.056737588652482275							Unclassified
gene:BVRB_4g091860	7.0	3.0	62.0	37.0	0.5967741935483871	3.0	0.0	60.0	0.0	0.0	19.0	0.0	243.0	0.0	0.0							Unclassified
gene:BVRB_4g091560	8.0	5.0	47.0	20.0	0.425531914893617	12.0	0.0	82.0	0.0	0.0	31.0	0.0	222.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_4g091930	21.0	0.0	212.0	0.0	0.0	21.0	0.0	271.0	1.0	0.003690036900369004	39.0	0.0	344.0	1.0	0.0029069767441860465	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
gene:BVRB_4g092380	11.0	2.0	63.0	12.0	0.19047619047619047	11.0	0.0	76.0	0.0	0.0	18.0	0.0	118.0	0.0	0.0							Unclassified
gene:BVRB_4g092000	6.0	0.0	88.0	0.0	0.0	4.0	0.0	54.0	0.0	0.0	12.0	0.0	144.0	1.0	0.006944444444444444							Unmethylated
gene:BVRB_4g092490	3.0	3.0	19.0	17.0	0.8947368421052632	4.0	4.0	30.0	27.0	0.9	17.0	7.0	126.0	37.0	0.2936507936507937							Unclassified
gene:BVRB_4g091300	20.0	8.0	170.0	51.0	0.3	20.0	3.0	193.0	8.0	0.04145077720207254	71.0	0.0	713.0	3.0	0.004207573632538568	0.18006884491388694	0.29339604376130424	0.09660350394104293	0.3434974420565753	1.0	1.0	Unclassified
gene:BVRB_4g091430																						NA
gene:BVRB_4g092510	9.0	0.0	104.0	12.0	0.1153846153846154	15.0	0.0	243.0	0.0	0.0	67.0	0.0	825.0	3.0	0.003636363636363637					1.0	1.0	Unmethylated
gene:BVRB_4g091850	12.0	4.0	47.0	13.0	0.2765957446808511	8.0	0.0	31.0	0.0	0.0	13.0	0.0	90.0	0.0	0.0							Unclassified
gene:BVRB_4g092610	10.0	3.0	143.0	15.0	0.1048951048951049	3.0	1.0	32.0	3.0	0.09375	18.0	2.0	261.0	9.0	0.03448275862068965							Unclassified
gene:BVRB_4g091660																						NA
gene:BVRB_4g092190	3.0	2.0	21.0	15.0	0.7142857142857143	5.0	0.0	53.0	0.0	0.0	20.0	0.0	170.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_4g091600	12.0	0.0	115.0	1.0	0.008695652173913044	8.0	0.0	75.0	3.0	0.04	29.0	0.0	188.0	2.0	0.010638297872340424					1.0	1.0	Unmethylated
gene:BVRB_4g092360	34.0	5.0	209.0	27.0	0.1291866028708134	36.0	0.0	217.0	0.0	0.0	81.0	0.0	533.0	1.0	0.001876172607879925	0.9807592302427428	1.0	1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_4g091800																						NA
gene:BVRB_4g091950	3.0	0.0	14.0	4.0	0.2857142857142857	9.0	0.0	42.0	0.0	0.0	13.0	0.0	55.0	0.0	0.0							Unmethylated
gene:BVRB_4g091620	13.0	10.0	117.0	101.0	0.8632478632478633	29.0	3.0	243.0	13.0	0.05349794238683128	90.0	0.0	742.0	3.0	0.004043126684636119			0.21665123637515726	0.7461635694661751	1.0	1.0	Unclassified
gene:BVRB_4g091680	2.0	0.0	39.0	8.0	0.20512820512820512						19.0	0.0	137.0	1.0	0.007299270072992701							NA
gene:BVRB_4g092410	2.0	0.0	9.0	0.0	0.0	5.0	0.0	37.0	0.0	0.0	19.0	0.0	133.0	0.0	0.0							Unmethylated
gene:BVRB_4g091580	3.0	0.0	26.0	4.0	0.15384615384615385	5.0	0.0	36.0	0.0	0.0	31.0	0.0	202.0	0.0	0.0					1.0	1.0	Unmethylated
gene:BVRB_4g091760	4.0	2.0	25.0	7.0	0.28	4.0	0.0	29.0	0.0	0.0	10.0	0.0	95.0	1.0	0.010526315789473684							NA
gene:BVRB_4g092300	9.0	9.0	70.0	69.0	0.9857142857142858	27.0	27.0	216.0	203.0	0.9398148148148148	145.0	54.0	1302.0	291.0	0.22350230414746544			1.2929925760250288e-34	9.37644616326271e-34	1.2653189968941665e-65	3.683119019530899e-64	TE-like
gene:BVRB_4g092290	11.0	3.0	232.0	44.0	0.1896551724137931	6.0	0.0	93.0	0.0	0.0	43.0	0.0	565.0	2.0	0.003539823008849557					1.0	1.0	Unclassified
gene:BVRB_4g092630	63.0	63.0	654.0	645.0	0.9862385321100916	45.0	44.0	443.0	387.0	0.8735891647855529	205.0	63.0	2109.0	392.0	0.1858700806069227	3.234370297344223e-35	6.2833862968791044e-34	2.5316323904406326e-54	3.352803828950084e-53	4.6593166958714685e-70	1.4954293777107283e-68	TE-like
gene:BVRB_4g091640	3.0	2.0	19.0	10.0	0.5263157894736842	4.0	0.0	26.0	0.0	0.0	5.0	0.0	46.0	0.0	0.0							NA
gene:BVRB_4g092470						1.0	0.0	13.0	0.0	0.0	6.0	0.0	114.0	0.0	0.0							NA
gene:BVRB_4g091590	4.0	4.0	22.0	20.0	0.9090909090909092	8.0	0.0	57.0	0.0	0.0	27.0	0.0	162.0	1.0	0.006172839506172839					1.0	1.0	Unclassified
gene:BVRB_4g092340	6.0	5.0	45.0	34.0	0.7555555555555555	10.0	0.0	76.0	0.0	0.0	27.0	0.0	195.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_4g092270	19.0	16.0	114.0	90.0	0.7894736842105263	8.0	7.0	39.0	22.0	0.5641025641025641	72.0	5.0	464.0	32.0	0.06896551724137931					0.0014469170669099544	0.00662292059761915	TE-like
gene:BVRB_4g091510	14.0	14.0	160.0	144.0	0.9	29.0	29.0	366.0	340.0	0.9289617486338798	86.0	24.0	879.0	128.0	0.14562002275312855			3.993409856020051e-37	3.1242559461803926e-36	1.551945910908317e-26	1.7149193598927723e-25	TE-like
gene:BVRB_4g091900	11.0	5.0	84.0	34.0	0.4047619047619048	15.0	0.0	109.0	1.0	0.009174311926605505	18.0	0.0	190.0	0.0	0.0							Unclassified
gene:BVRB_4g092440	41.0	0.0	458.0	10.0	0.02183406113537117	40.0	0.0	398.0	0.0	0.0	46.0	0.0	460.0	1.0	0.002173913043478261	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
gene:BVRB_4g092030	7.0	0.0	200.0	0.0	0.0	7.0	0.0	149.0	1.0	0.006711409395973154	30.0	0.0	458.0	1.0	0.002183406113537118					1.0	1.0	Unmethylated
gene:BVRB_4g092280																						NA
gene:BVRB_4g091840	6.0	6.0	53.0	49.0	0.9245283018867924	11.0	1.0	109.0	5.0	0.045871559633027525	12.0	0.0	145.0	0.0	0.0							Unclassified
gene:BVRB_4g091890	40.0	35.0	275.0	248.0	0.9018181818181821	37.0	1.0	290.0	4.0	0.013793103448275862	152.0	0.0	1086.0	10.0	0.009208103130755063	9.064569589434231e-15	4.002197639530796e-14	0.8794385007807317	1.0	1.0	1.0	gbM
gene:BVRB_4g091570	31.0	24.0	249.0	202.0	0.8112449799196787	43.0	1.0	338.0	12.0	0.035502958579881665	142.0	0.0	1177.0	5.0	0.004248088360237893	2.075808928233553e-08	5.182852642860938e-08	0.9144508997250618	1.0	1.0	1.0	gbM
gene:BVRB_4g091700	5.0	4.0	44.0	41.0	0.9318181818181818	7.0	0.0	68.0	1.0	0.014705882352941175	34.0	0.0	244.0	1.0	0.004098360655737704					1.0	1.0	Unclassified
gene:BVRB_4g091740	8.0	4.0	65.0	20.0	0.3076923076923077	12.0	0.0	112.0	0.0	0.0	16.0	0.0	171.0	0.0	0.0							Unclassified
gene:BVRB_4g091970																						NA
gene:BVRB_4g092130	6.0	2.0	40.0	9.0	0.225	6.0	5.0	42.0	21.0	0.5	22.0	0.0	156.0	7.0	0.04487179487179487					1.0	1.0	Unclassified
gene:BVRB_4g092080	14.0	3.0	432.0	33.0	0.0763888888888889	11.0	0.0	193.0	1.0	0.0051813471502590676	28.0	0.0	551.0	1.0	0.0018148820326678765					1.0	1.0	Unclassified
gene:BVRB_4g091670	5.0	5.0	44.0	40.0	0.9090909090909092	2.0	2.0	29.0	18.0	0.6206896551724138	30.0	11.0	241.0	67.0	0.27800829875518673					1.9477110321589525e-14	1.3976957289473638e-13	TE-like
gene:BVRB_4g092480	6.0	6.0	29.0	29.0	1.0	2.0	2.0	13.0	10.0	0.7692307692307693	12.0	2.0	81.0	18.0	0.2222222222222222							Unclassified
gene:BVRB_4g091320	15.0	8.0	172.0	94.0	0.5465116279069767	32.0	0.0	461.0	4.0	0.008676789587852495	95.0	0.0	1132.0	5.0	0.00441696113074205			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_4g092330	12.0	2.0	211.0	6.0	0.02843601895734597	4.0	0.0	80.0	0.0	0.0	18.0	0.0	270.0	0.0	0.0							Unmethylated
gene:BVRB_4g091540	3.0	3.0	27.0	25.0	0.9259259259259259	4.0	0.0	44.0	0.0	0.0	16.0	0.0	159.0	0.0	0.0							Unclassified
gene:BVRB_4g091940	34.0	16.0	665.0	219.0	0.3293233082706767	17.0	0.0	339.0	0.0	0.0	53.0	0.0	1021.0	2.0	0.0019588638589618022	0.015662181459033503	0.0284158328123485			1.0	1.0	gbM
gene:BVRB_4g092210						6.0	0.0	38.0	0.0	0.0	12.0	0.0	95.0	0.0	0.0							NA
gene:BVRB_4g092450	1.0	0.0	3.0	0.0	0.0	5.0	3.0	52.0	26.0	0.5	21.0	9.0	193.0	77.0	0.39896373056994816					8.653276825959512e-13	5.798169743672322e-12	TE-like
gene:BVRB_4g091630	1.0	0.0	8.0	2.0	0.25	4.0	0.0	34.0	0.0	0.0	7.0	0.0	70.0	0.0	0.0							NA
gene:BVRB_4g091280	38.0	6.0	420.0	47.0	0.11190476190476192	39.0	0.0	375.0	0.0	0.0	83.0	0.0	915.0	4.0	0.004371584699453553	0.9769212379551846	1.0	1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_4g091520	10.0	10.0	109.0	88.0	0.8073394495412844	8.0	0.0	113.0	0.0	0.0	48.0	0.0	447.0	2.0	0.0044742729306487695					1.0	1.0	Unclassified
gene:BVRB_4g091990																						NA
gene:BVRB_4g092540																						NA
gene:BVRB_4g091330																						NA
gene:BVRB_4g092320	12.0	0.0	106.0	0.0	0.0	4.0	0.0	32.0	0.0	0.0	28.0	0.0	252.0	2.0	0.007936507936507936					1.0	1.0	Unmethylated
gene:BVRB_028530																						NA
gene:BVRB_019740																						NA
gene:BVRB_029740																						NA
gene:BVRB_8g201890	7.0	7.0	38.0	38.0	1.0	5.0	5.0	33.0	28.0	0.8484848484848485	8.0	2.0	48.0	7.0	0.14583333333333334							Unclassified
gene:BVRB_8g201880	8.0	8.0	45.0	45.0	1.0	6.0	5.0	30.0	21.0	0.7	10.0	3.0	64.0	12.0	0.1875							Unclassified
gene:BVRB_024160																						NA
gene:BVRB_022580																						NA
gene:BVRB_029010																						NA
gene:BVRB_041550																						NA
gene:BVRB_023800																						NA
gene:BVRB_028820																						NA
gene:BVRB_029840																						NA
gene:BVRB_029500																						NA
gene:BVRB_013970	21.0	21.0	111.0	109.0	0.9819819819819819	7.0	7.0	32.0	28.0	0.875	43.0	13.0	222.0	51.0	0.2297297297297297	3.1861282013505675e-12	1.0375972627351202e-11			1.5116050180703153e-15	1.1318521315706907e-14	TE-like
gene:BVRB_013760	11.0	0.0	375.0	0.0	0.0	3.0	0.0	106.0	0.0	0.0	8.0	0.0	282.0	0.0	0.0							Unmethylated
gene:BVRB_010800	11.0	9.0	76.0	54.0	0.7105263157894737	11.0	0.0	102.0	1.0	0.00980392156862745	31.0	0.0	311.0	1.0	0.003215434083601286					1.0	1.0	Unclassified
gene:BVRB_010790	10.0	8.0	81.0	62.0	0.7654320987654321	7.0	0.0	72.0	1.0	0.013888888888888888	35.0	0.0	328.0	1.0	0.003048780487804878					1.0	1.0	Unclassified
gene:BVRB_010780						1.0	0.0	5.0	0.0	0.0	4.0	0.0	25.0	0.0	0.0							NA
gene:BVRB_010820	3.0	2.0	30.0	14.0	0.4666666666666667	8.0	0.0	51.0	0.0	0.0	12.0	0.0	81.0	2.0	0.02469135802469136							Unclassified
gene:BVRB_010810	30.0	17.0	149.0	95.0	0.6375838926174496	25.0	0.0	151.0	1.0	0.006622516556291391	62.0	0.0	422.0	0.0	0.0	0.001066587692046366	0.0020921687116606576	1.0	1.0	1.0	1.0	gbM
gene:BVRB_031880																						NA
gene:BVRB_016510											1.0	0.0	3.0	0.0	0.0							NA
gene:BVRB_036520																						NA
gene:BVRB_011750																						NA
gene:BVRB_011770	5.0	0.0	66.0	0.0	0.0	3.0	0.0	50.0	0.0	0.0	6.0	0.0	56.0	0.0	0.0							NA
gene:BVRB_011740	12.0	12.0	84.0	84.0	1.0	7.0	7.0	41.0	36.0	0.8780487804878049	27.0	5.0	139.0	19.0	0.1366906474820144					1.2773088282195559e-05	6.371383205451256e-05	TE-like
gene:BVRB_011710	12.0	12.0	128.0	125.0	0.9765625	7.0	7.0	71.0	65.0	0.9154929577464788	48.0	18.0	517.0	117.0	0.2263056092843327					5.857395917922354e-23	5.76649050543337e-22	TE-like
gene:BVRB_011720	5.0	5.0	64.0	62.0	0.96875	7.0	7.0	127.0	107.0	0.84251968503937	19.0	7.0	295.0	50.0	0.1694915254237288							Unclassified
gene:BVRB_011730	119.0	95.0	1695.0	859.0	0.5067846607669616	134.0	15.0	1642.0	148.0	0.09013398294762484	357.0	28.0	4077.0	183.0	0.044885945548197206	3.167198011125495e-31	4.952791688605225e-30	0.007775911045801353	0.02903657105573731	3.655380553511106e-15	2.6950415396720042e-14	TE-like
gene:BVRB_011760	3.0	3.0	13.0	13.0	1.0	3.0	3.0	12.0	11.0	0.9166666666666666	29.0	16.0	174.0	99.0	0.5689655172413793					5.0119054458428115e-24	5.1138167250147293e-23	TE-like
gene:BVRB_029710																						NA
gene:BVRB_025310																						NA
gene:BVRB_020170																						NA
gene:BVRB_022660																						NA
gene:BVRB_030760																						NA
gene:BVRB_030680																						NA
gene:BVRB_017000																						NA
gene:BVRB_035740																						NA
gene:BVRB_029700																						NA
gene:BVRB_016640	4.0	4.0	21.0	19.0	0.9047619047619048	11.0	11.0	68.0	64.0	0.9411764705882352	26.0	9.0	183.0	44.0	0.2404371584699453					8.735783083269772e-12	5.615621936128676e-11	TE-like
gene:BVRB_022930																						NA
gene:BVRB_026920																						NA
gene:BVRB_033580																						NA
gene:BVRB_038660																						NA
gene:BVRB_041400																						NA
gene:BVRB_028220																						NA
gene:BVRB_027160																						NA
gene:BVRB_019350																						NA
gene:BVRB_037600	33.0	33.0	342.0	338.0	0.9883040935672516	30.0	30.0	328.0	295.0	0.899390243902439	109.0	40.0	1237.0	229.0	0.185125303152789	8.584191304909652e-19	5.4402447027727294e-18	2.2193091951794189e-38	1.8182046892616707e-37	1.004920934265854e-48	2.044504799395947e-47	TE-like
gene:BVRB_5g124810	5.0	0.0	38.0	0.0	0.0	7.0	0.0	39.0	1.0	0.02564102564102564	3.0	0.0	38.0	0.0	0.0							NA
gene:BVRB_5g124860	28.0	8.0	270.0	47.0	0.17407407407407408	41.0	5.0	279.0	38.0	0.13620071684587814	126.0	10.0	826.0	56.0	0.06779661016949153	0.5607799850174728	0.8459484476280734	0.07555248904124134	0.2698734908553141	2.198996136735095e-06	1.1347697638838664e-05	TE-like
gene:BVRB_5g124790	21.0	0.0	375.0	1.0	0.0026666666666666666	13.0	0.0	105.0	1.0	0.009523809523809523	42.0	0.0	784.0	2.0	0.0025510204081632647	1.0	1.0			1.0	1.0	Unmethylated
gene:BVRB_5g124850	6.0	6.0	56.0	51.0	0.9107142857142856	4.0	0.0	60.0	1.0	0.016666666666666666	17.0	0.0	217.0	2.0	0.009216589861751152							Unclassified
gene:BVRB_5g124780	23.0	0.0	557.0	3.0	0.005385996409335727	6.0	0.0	132.0	0.0	0.0	55.0	0.0	1056.0	10.0	0.00946969696969697	1.0	1.0			1.0	1.0	Unmethylated
gene:BVRB_5g124770	41.0	10.0	760.0	44.0	0.05789473684210526	27.0	7.0	401.0	34.0	0.08478802992518704	145.0	3.0	1796.0	26.0	0.014476614699331846	0.7652328319553168	1.0	0.000540957229040946	0.002092527004167669	0.23108485912973356	0.9191449824243292	TE-like
gene:BVRB_5g124870	11.0	3.0	128.0	28.0	0.21875	12.0	0.0	83.0	0.0	0.0	40.0	0.0	461.0	2.0	0.0043383947939262466					1.0	1.0	Unclassified
gene:BVRB_5g124800	10.0	0.0	169.0	1.0	0.005917159763313609	8.0	0.0	98.0	0.0	0.0	13.0	0.0	176.0	1.0	0.005681818181818182							Unmethylated
gene:BVRB_5g124820	17.0	9.0	151.0	63.0	0.4172185430463576	24.0	0.0	225.0	2.0	0.008888888888888889	40.0	0.0	444.0	1.0	0.002252252252252252			1.0	1.0	1.0	1.0	Unclassified
