Transposed,Parent,speciesCount,Atrichopoda,Nnucifera,Acoerulea,Spolyrhiza,Closest
AT2G28140,AT5G22930,1,0,0,0,0,Alyrata_AL4G22010
AT2G28190,AT5G18100,1,1,2,1,0,Crubella_Carub.0004s0900
AT2G28190,AT5G18100,1,1,2,1,0,Alyrata_AL4G21940
AT2G28200,AT5G04390,2,0,2,2,1,Alyrata_AL4G21930
AT2G28305,AT3G53450,1,1,2,0,0,Alyrata_AL4G21800
AT2G28420,AT1G80160,1,2,8,2,2,Alyrata_AL4G21600
AT2G28520,AT4G39080,1,1,2,1,1,Alyrata_AL4G23020
AT2G28550,AT4G36920,1,1,2,1,4,Crubella_Carub.0004s0952
AT2G28550,AT4G36920,1,1,2,1,4,Alyrata_AL4G23050
AT2G28580,AT2G44930,1,0,0,0,0,Alyrata_AL4G23070
AT2G28610,AT3G11260,1,0,2,1,0,Alyrata_AL4G23110
AT2G28760,AT3G46440,1,0,0,0,0,Alyrata_AL4G23290
AT2G28760,AT3G46440,1,0,0,0,0,Crubella_Carub.0004s0976
AT2G28780,AT3G09450,1,1,1,1,0,Alyrata_AL4G23310
AT2G29020,AT5G59410,1,0,0,0,0,Alyrata_AL146U10030
AT2G29050,AT1G63120,3,1,4,2,2,Crubella_Carub.0004s1004
AT2G29050,AT1G63120,3,1,4,2,2,Alyrata_AL4G23610
AT2G29510,AT5G59020,1,0,0,0,0,Alyrata_AL4G24210
AT2G29525,AT3G54020,1,0,0,0,0,Crubella_Carub.0004s1057
AT2G29550,AT5G23860,3,2,2,1,4,Alyrata_AL4G24260
AT2G29735,AT4G09090,1,0,0,0,0,Alyrata_AL4G24520
AT2G29735,AT4G09090,1,0,0,0,0,Alyrata_AL278U10030
AT2G29760,AT5G40405,15,0,40,38,33,Alyrata_AL4G24550
AT2G29980,AT5G05580,1,1,0,1,1,Alyrata_AL4G24730
AT2G30070,AT1G70300,11,24,13,18,11,Alyrata_AL4G24840
AT2G30370,AT4G14723,1,1,1,1,1,Boleracea_Bo4g173020
AT2G30370,AT4G14723,1,1,1,1,1,Brapa_Brara.D01812
AT2G30370,AT4G14723,1,1,1,1,1,Esalsugineum_Thhalv10017368m.g
AT2G30370,AT4G14723,1,1,1,1,1,Brapa_Brara.C01552
AT2G30370,AT4G14723,1,1,1,1,1,Boleracea_Bo3g024550
AT2G30370,AT4G14723,1,1,1,1,1,Crubella_Carub.0004s1152
AT2G30470,AT4G21550,2,2,1,1,2,Alyrata_AL4G25350
AT2G30530,AT5G01970,1,0,0,0,0,Alyrata_AL4G25410
AT2G30670,AT1G07440,6,0,0,0,0,Alyrata_AL4G25560
AT2G30810,AT1G74670,3,2,3,2,1,Alyrata_AL4G25740
AT2G30900,AT1G29050,3,3,9,8,1,Alyrata_AL283U10020
AT2G30933,AT5G35740,3,1,2,1,1,Alyrata_AL4G25880
AT2G31010,AT3G58640,1,0,0,0,0,Alyrata_AL4G26040
AT2G31160,AT3G23290,1,2,2,2,4,Alyrata_AL163U10020
AT2G31160,AT3G23290,1,2,2,2,4,Alyrata_AL4G26350
AT2G31250,AT1G09940,1,0,0,0,0,Alyrata_AL4G26470
AT2G31500,AT3G57530,1,0,1,0,1,Boleracea_Bo4g176270
AT2G31500,AT3G57530,1,0,1,0,1,Brapa_Brara.D01902
AT2G31500,AT3G57530,1,0,1,0,1,Boleracea_Bo4g050820
AT2G31500,AT3G57530,1,0,1,0,1,Brapa_Brara.E01210
AT2G31500,AT3G57530,1,0,1,0,1,Brapa_Brara.C01607
AT2G31570,AT4G31870,2,1,0,0,1,Alyrata_AL762U10010
AT2G31570,AT4G31870,2,1,0,0,1,Alyrata_AL4G26830
AT2G31720,AT2G31862,2,0,0,0,0,Athaliana_AT2G18810
AT2G31800,AT2G43850,1,0,0,0,0,Alyrata_AL4G27060
AT2G31900,AT1G08730,11,3,8,6,5,Alyrata_AL4G27200
AT2G31990,AT2G29040,4,0,0,2,0,Alyrata_AL4G27340
AT2G32070,AT1G80780,1,0,0,0,0,Alyrata_AL4G27450
AT2G32070,AT1G80780,1,0,0,0,0,Alyrata_AL103U10060
AT2G32300,AT3G60270,1,1,1,1,1,Alyrata_AL4G27700
AT2G32460,AT4G21440,5,1,2,1,1,Alyrata_AL4G27850
AT2G32560,AT2G26850,1,0,0,0,0,Crubella_Carub.0004s1390
AT2G32645,AT2G31420,3,0,0,0,0,Athaliana_AT2G32905
AT2G32645,AT2G31420,3,0,0,0,0,Alyrata_AL4G28420
AT2G32645,AT2G31420,3,0,0,0,0,Crubella_Carub.0004s1432
AT2G32645,AT2G31420,3,0,0,0,0,Alyrata_AL4G27540
AT2G32645,AT2G31420,3,0,0,0,0,Athaliana_AT2G27410
AT2G32830,AT2G38940,5,0,0,0,0,Crubella_Carub.0004s1426
AT2G32905,AT2G31420,3,0,0,0,0,Alyrata_AL4G28420
AT2G32940,AT5G21150,1,0,1,5,0,Alyrata_AL4G28460
AT2G33070,AT5G48180,5,0,0,0,0,Alyrata_AL348U10010
AT2G33070,AT5G48180,5,0,0,0,0,Alyrata_AL4G28620
AT2G33100,AT5G16910,4,2,2,3,3,Alyrata_AL4G28650
AT2G33160,AT1G78400,1,0,0,0,0,Alyrata_AL4G28720
AT2G33205,AT4G13345,1,1,1,1,0,Crubella_Carub.0004s1466
AT2G33205,AT4G13345,1,1,1,1,0,Alyrata_AL4G28820
AT2G33205,AT4G13345,1,1,1,1,0,Alyrata_AL4G29530
AT2G33380,AT4G26740,2,0,1,4,1,Alyrata_AL4G29030
AT2G33490,AT3G26910,1,0,0,0,0,Alyrata_AL4G29160
AT2G33570,AT5G44670,1,0,2,1,1,Alyrata_AL4G29240
AT2G33580,AT2G23770,1,2,2,1,1,Alyrata_AL4G29250
AT2G33670,AT5G65970,2,0,1,1,0,Alyrata_AL4G29340
AT2G33710,AT5G61890,1,0,0,0,0,Alyrata_AL4G29380
AT2G33760,AT5G40405,4,1,7,6,7,Alyrata_AL4G29450
AT2G33845,AT4G28440,1,0,2,0,3,Alyrata_AL4G29630
AT2G34280,AT1G13200,7,0,0,0,0,Athaliana_AT4G01640
AT2G34620,AT2G36000,2,2,2,2,2,Alyrata_AL4G30610
AT2G34620,AT2G36000,2,2,2,2,2,Alyrata_AL270U10030
AT2G34700,AT1G28290,1,0,0,0,0,Alyrata_AL4G30690
AT2G34700,AT1G28290,1,0,0,0,0,Crubella_Carub.0004s1639
AT2G34740,AT4G28400,1,1,0,0,0,Crubella_Carub.0004s1643
AT2G35050,AT1G16270,1,0,1,1,1,Alyrata_AL4G31080
AT2G35080,AT3G42723,0,0,0,0,0,Unknown
AT2G35150,AT1G35140,3,3,5,2,3,Alyrata_AL4G31160
AT2G35160,AT5G47150,2,0,0,0,0,Alyrata_AL4G31180
AT2G35190,AT1G48240,1,1,2,2,1,Alyrata_AL4G31200
AT2G35190,AT1G48240,1,1,2,2,1,Esalsugineum_Thhalv10017097m.g
AT2G35210,AT4G17890,1,0,0,0,0,Alyrata_AL4G31220
AT2G35380,AT5G66390,2,1,1,2,0,Crubella_Carub.0004s1707
AT2G35380,AT5G66390,2,1,1,2,0,Alyrata_AL4G31430
AT2G35420,AT4G17920,1,0,0,0,0,Alyrata_AL4G31460
AT2G35550,AT1G14685,1,0,2,1,0,Alyrata_AL4G31600
AT2G35650,AT5G22740,6,1,1,1,9,Alyrata_AL4G31730
AT2G35680,AT5G56610,1,0,2,1,3,Alyrata_AL4G31760
AT2G35795,AT3G09700,1,1,1,2,1,Alyrata_AL4G31910
AT2G36330,AT5G62820,1,0,0,0,0,Alyrata_AL4G32480
AT2G36590,AT2G39890,1,0,0,0,0,Crubella_Carub.0004s1841
AT2G36720,AT2G37520,2,1,2,3,2,Crubella_Carub.0004s1855
AT2G36830,AT4G17340,3,1,3,2,2,Alyrata_AL4G33020
AT2G36880,AT3G17390,1,1,2,1,0,Brapa_Brara.E00808
AT2G36890,AT5G65790,3,2,4,3,3,Alyrata_AL4G33110
AT2G36950,AT5G03380,1,0,0,0,0,Alyrata_AL4G33190
AT2G37585,AT5G39990,1,3,2,2,2,Slycopersicum_Solyc00g024670.1
AT2G37730,AT5G41460,2,1,2,2,1,Slycopersicum_Solyc00g015720.1
AT2G37740,AT5G06070,2,2,4,2,1,Alyrata_AL4G34670
AT2G37880,AT1G21050,1,1,1,1,0,Alyrata_AL4G34820
AT2G38110,AT4G00400,1,1,2,3,1,Alyrata_AL4G35110
AT2G38170,AT5G01490,2,0,0,0,0,Alyrata_AL4G35190
AT2G38510,AT4G23030,5,6,11,5,3,Alyrata_AL4G35800
AT2G38720,AT4G26760,1,1,1,1,0,Alyrata_AL4G36020
AT2G38730,AT2G21130,8,6,8,6,5,Boleracea_Bo4g187760
AT2G38730,AT2G21130,8,6,8,6,5,Brapa_Brara.E00667
AT2G38730,AT2G21130,8,6,8,6,5,Boleracea_Bo4g027080
AT2G38730,AT2G21130,8,6,8,6,5,Brapa_Brara.D02357
AT2G38910,AT5G04870,1,0,2,2,0,Alyrata_AL4G36232
AT2G38950,AT4G20400,2,1,1,2,1,Alyrata_AL4G20400
AT2G38950,AT4G20400,2,1,1,2,1,Alyrata_AL4G36260
AT2G38995,AT5G53380,5,0,0,0,0,Crubella_Carub.0004s2102
AT2G38995,AT5G53380,5,0,0,0,0,Crubella_Carub.0004s2101
AT2G39040,AT5G15180,1,1,7,5,0,Alyrata_AL4G36350
AT2G39060,AT3G48740,2,1,2,1,0,Alyrata_AL4G36370
AT2G39110,AT3G09830,1,0,0,0,0,Crubella_Carub.0004s2116
AT2G39110,AT3G09830,1,0,0,0,0,Alyrata_AL4G36410
AT2G39110,AT3G09830,1,0,0,0,0,Alyrata_AL92U10080
AT2G39240,AT1G30590,1,0,0,0,0,Alyrata_AL4G35010
AT2G39240,AT1G30590,1,0,0,0,0,Alyrata_AL4G36550
AT2G39355,AT3G17265,9,0,0,0,0,Alyrata_AL3G49640
AT2G39355,AT3G17265,9,0,0,0,0,Crubella_Carub.0004s2140
AT2G39355,AT3G17265,9,0,0,0,0,Alyrata_AL4G36700
AT2G39355,AT3G17265,9,0,0,0,0,Crubella_Carub.0004s0434
AT2G39355,AT3G17265,9,0,0,0,0,Crubella_Carub.0004s0435
AT2G39360,AT3G46290,1,0,0,0,0,Alyrata_AL4G36710
AT2G39590,AT1G07770,1,0,0,0,0,Alyrata_AL4G37000
AT2G39710,AT5G02190,1,0,0,0,0,Alyrata_AL4G37170
AT2G39720,AT5G59550,1,1,2,2,3,Alyrata_AL4G37180
AT2G39720,AT5G59550,1,1,2,2,3,Crubella_Carub.0004s2177
AT2G39855,AT5G59080,1,0,0,0,0,Crubella_Carub.0004s2198
AT2G40060,AT2G20760,2,0,2,1,0,Alyrata_AL4G37680
AT2G40070,AT3G09000,1,0,2,1,0,Crubella_Carub.0004s2221
AT2G40100,AT5G01530,1,0,2,0,0,Alyrata_AL4G37750
AT2G40113,AT5G47635,1,0,0,0,0,Alyrata_AL4G37770
AT2G40170,AT3G51810,1,0,0,0,0,Alyrata_AL4G37890
AT2G40170,AT3G51810,1,0,0,0,0,Crubella_Carub.0033s0007
AT2G40170,AT3G51810,1,0,0,0,0,Crubella_Carub.0004s2238
AT2G40180,AT1G07160,1,1,1,1,1,Alyrata_AL4G37900
AT2G40200,AT3G25710,4,5,7,4,4,Alyrata_AL108U10010
AT2G40200,AT3G25710,4,5,7,4,4,Alyrata_AL4G37930
AT2G40220,AT3G11020,2,3,3,2,2,Crubella_Carub.0004s2243
AT2G40250,AT1G06990,1,0,3,1,0,Alyrata_AL4G37970
AT2G40310,AT1G17150,9,0,0,0,0,Athaliana_AT4G13760
AT2G40460,AT5G01180,14,15,22,8,13,Alyrata_AL4G38300
AT2G40540,AT5G14880,11,24,13,18,11,Alyrata_AL4G38390
AT2G41050,AT4G36850,2,2,1,1,1,Alyrata_AL4G39020
AT2G41410,AT1G66400,3,3,3,4,3,Alyrata_AL4G39480
AT2G41510,AT5G56970,4,5,5,4,3,Alyrata_AL4G39600
AT2G41590,AT3G31430,17,0,0,0,0,Athaliana_AT5G25200
AT2G41590,AT3G31430,17,0,0,0,0,Athaliana_AT5G18636
AT2G41590,AT3G31430,17,0,0,0,0,Athaliana_AT2G02103
AT2G41690,AT5G62020,2,2,4,2,1,Alyrata_AL4G39990
AT2G41690,AT5G62020,2,2,4,2,1,Crubella_Carub.0004s2396
AT2G41970,AT1G06700,1,1,2,1,1,Alyrata_AL4G40330
AT2G41990,AT1G45688,2,1,1,0,1,Alyrata_AL4G40350
AT2G42270,AT1G20960,1,0,0,0,0,Alyrata_AL4G40630
AT2G42410,AT3G23130,1,1,0,0,1,Alyrata_AL409U10030
AT2G42410,AT3G23130,1,1,0,0,1,Alyrata_AL4G40840
AT2G42570,AT2G31110,1,0,0,0,0,Alyrata_AL4G41120
AT2G42590,AT1G34760,3,0,2,1,4,Alyrata_AL4G41140
AT2G42610,AT1G07090,4,0,2,2,1,Crubella_Carub.0004s2506
AT2G42660,AT2G38300,7,3,2,2,1,Alyrata_AL4G41210
AT2G42690,AT2G31100,1,2,2,2,0,Alyrata_AL4G41240
AT2G42880,AT3G14720,1,0,2,1,1,Alyrata_AL4G41490
AT2G42940,AT4G12050,1,1,1,1,1,Crubella_Carub.0004s2541
AT2G43070,AT1G63690,2,1,1,1,1,Alyrata_AL4G41720
AT2G43130,AT1G05810,1,0,0,0,0,Crubella_Carub.0004s2561
AT2G43220,AT4G16015,14,0,0,0,0,Brapa_Brara.D02618
AT2G43255,AT5G53380,5,0,0,0,0,Brapa_Brara.C01990
AT2G43255,AT5G53380,5,0,0,0,0,Boleracea_Bo4g026730
AT2G43350,AT2G25080,2,1,0,0,1,Alyrata_AL4G42030
AT2G43710,AT3G02610,3,4,4,1,4,Alyrata_AL4G42540
AT2G43900,AT1G05630,1,0,0,0,0,Alyrata_AL4G42770
AT2G44065,ATCG01310,1,1,0,1,1,Alyrata_AL4G42940
AT2G44130,AT1G80440,2,2,4,2,2,Alyrata_AL4G43010
AT2G44440,AT3G12140,1,0,0,0,1,Crubella_Carub.0004s2702
AT2G44530,AT1G32380,1,0,2,1,0,Alyrata_AL4G43560
AT2G44610,AT5G10260,1,1,1,1,2,Alyrata_AL4G43650
AT2G44610,AT5G10260,1,1,1,1,2,Boleracea_Bo3g037310
AT2G44610,AT5G10260,1,1,1,1,2,Boleracea_Bo4g023890
AT2G44610,AT5G10260,1,1,1,1,2,Brapa_Brara.E00445
AT2G44610,AT5G10260,1,1,1,1,2,Brapa_Brara.C02263
AT2G44670,AT4G17670,1,0,0,0,0,Crubella_Carub.0004s2722
AT2G44690,AT3G51300,2,2,2,4,0,Crubella_Carub.0004s2724
AT2G44740,AT5G61650,1,0,2,1,1,Alyrata_AL4G43810
AT2G44740,AT5G61650,1,0,2,1,1,Crubella_Carub.0004s2731
AT2G44745,AT4G39410,1,0,2,1,0,Esalsugineum_Thhalv10001624m.g
AT2G44840,AT4G17500,1,0,0,0,0,Alyrata_AL4G43930
AT2G44890,AT2G45510,1,0,0,0,0,Alyrata_AL4G44690
AT2G45260,AT2G30380,4,1,1,1,1,Alyrata_AL4G44360
AT2G45260,AT2G30380,4,1,1,1,1,Crubella_Carub.0004s2786
AT2G45310,AT4G30440,4,1,2,1,1,Alyrata_AL4G44410
AT2G45940,AT5G52940,17,0,0,0,0,Alyrata_AL4G46620
AT2G45940,AT5G52940,17,0,0,0,0,Alyrata_AL4G45160
AT2G46220,AT1G79510,1,1,1,0,1,Alyrata_AL4G45480
AT2G46460,AT1G04625,2,0,0,0,0,Athaliana_AT1G47497
AT2G46493,AT2G46160,2,1,1,0,1,Boleracea_Bo8g097280
AT2G46500,AT5G24240,1,0,0,0,0,Alyrata_AL4G45910
AT2G46600,AT5G54490,1,1,1,1,4,Alyrata_AL4G46030
AT2G46700,AT5G24430,1,1,2,1,0,Alyrata_AL4G46170
AT2G46710,AT4G03100,1,1,2,1,1,Alyrata_AL4G46180
AT2G46780,AT1G20880,8,2,5,1,3,Brapa_Brara.E00103
AT2G46780,AT1G20880,8,2,5,1,3,Boleracea_Bo4g006980
AT2G46780,AT1G20880,8,2,5,1,3,Alyrata_AL4G46250
AT2G46840,AT2G47230,1,0,0,0,0,Alyrata_AL4G46740
AT2G47220,AT3G03710,1,0,0,0,0,Rchinensis_RcHm_v2.0_Chr5g0066701
AT2G47220,AT3G03710,1,0,0,0,0,Rchinensis_RcHm_v2.0_Chr1g0348801
AT2G47220,AT3G03710,1,0,0,0,0,Rchinensis_RcHm_v2.0_Chr6g0274561
AT2G47260,AT4G18170,10,5,12,7,5,Alyrata_AL4G46830
AT2G47520,AT5G61890,1,1,2,1,1,Alyrata_AL4G47090
AT2G47810,AT5G47640,4,2,4,3,4,Alyrata_AL4G47390
AT2G47820,AT1G09040,1,0,0,0,0,Alyrata_AL4G47400
AT2G48020,AT3G05150,1,0,2,3,0,Alyrata_AL4G47620
AT2G48100,AT5G40310,1,1,1,1,1,Alyrata_AL4G47700
AT2G48110,AT3G23590,1,0,0,0,0,Esalsugineum_Thhalv10001284m.g
AT2G48140,AT3G22620,1,0,2,1,0,Crubella_Carub.0004s3086
AT3G01020,AT4G22220,2,0,0,0,0,Crubella_Carub.0005s0535
AT3G01020,AT4G22220,2,0,0,0,0,Crubella_Carub.0003s0116
AT3G01090,AT3G29160,1,0,0,0,0,Alyrata_AL3G11160
AT3G01090,AT3G29160,1,0,0,0,0,Crubella_Carub.0003s0107
AT3G01100,AT1G69450,1,0,0,0,0,Alyrata_AL3G11150
AT3G01210,AT1G14340,1,0,0,3,2,Alyrata_AL3G11030
AT3G01311,AT3G28630,1,0,1,0,0,Alyrata_AL3G10920
AT3G01490,AT3G22750,2,1,2,2,2,Alyrata_AL3G10680
AT3G01630,AT1G31470,1,0,0,0,0,Alyrata_AL3G10520
AT3G01760,AT1G67640,4,0,0,0,2,Alyrata_AL3G10370
AT3G01830,AT5G42380,1,0,0,0,0,Alyrata_AL3G10300
AT3G01900,AT3G48520,1,0,2,1,0,Alyrata_AL3G10230
AT3G01970,AT1G29860,10,5,12,7,5,Alyrata_AL3G10120
AT3G01990,AT1G69040,1,2,4,3,0,Alyrata_AL3G10100
AT3G02010,AT4G13650,10,5,16,14,13,Alyrata_AL3G46550
AT3G02010,AT4G13650,10,5,16,14,13,Esalsugineum_Thhalv10027641m.g
AT3G02040,AT5G41080,1,0,0,0,0,Alyrata_AL3G10050
AT3G02050,AT5G14880,11,24,13,18,11,Alyrata_AL3G10040
AT3G02125,AT2G03630,4,2,0,0,0,Alyrata_AL3G11360
AT3G02190,AT4G31985,1,0,0,2,0,Alyrata_AL3G11440
AT3G02190,AT4G31985,1,0,0,2,0,Crubella_Carub.0003s0131
AT3G02360,AT5G41670,1,1,2,2,1,Alyrata_AL3G11660
AT3G02430,AT5G46090,2,1,2,0,1,Alyrata_AL5G13640
AT3G02430,AT5G46090,2,1,2,0,1,Alyrata_AL3G11730
AT3G02540,AT1G79650,2,1,2,1,1,Alyrata_AL3G11900
AT3G02540,AT1G79650,2,1,2,1,1,Esalsugineum_Thhalv10020817m.g
AT3G02540,AT1G79650,2,1,2,1,1,Crubella_Carub.0003s0165
AT3G02550,AT1G67100,1,0,0,0,0,Alyrata_AL3G11910
AT3G02570,AT1G67070,1,0,0,0,0,Alyrata_AL3G11940
AT3G02600,AT1G15080,2,0,3,2,1,Esalsugineum_Thhalv10020998m.g
AT3G02750,AT1G79630,2,1,2,1,0,Alyrata_AL3G12160
AT3G02885,AT1G74670,3,2,3,2,1,Alyrata_AL3G12320
AT3G02885,AT1G74670,3,2,3,2,1,Crubella_Carub.0003s0200
AT3G02910,AT5G46720,1,0,1,1,1,Alyrata_AL3G12360
AT3G02960,AT5G50740,1,1,2,1,2,Alyrata_AL3G12420
AT3G03220,AT2G37640,8,4,7,6,3,Crubella_Carub.0003s0237
AT3G03220,AT2G37640,8,4,7,6,3,Nattenuata_NIATv7_g37409
AT3G03220,AT2G37640,8,4,7,6,3,Nattenuata_NIATv7_g30921
AT3G03220,AT2G37640,8,4,7,6,3,Mtruncatula_Medtr5g076950
AT3G03220,AT2G37640,8,4,7,6,3,Brapa_Brara.A03836
AT3G03220,AT2G37640,8,4,7,6,3,Boleracea_Bo1g154820
AT3G03220,AT2G37640,8,4,7,6,3,Boleracea_Bo5g150150
AT3G03220,AT2G37640,8,4,7,6,3,Brapa_Brara.E03529
AT3G03220,AT2G37640,8,4,7,6,3,Gsoja_GlysoPI483463.18G041000
AT3G03220,AT2G37640,8,4,7,6,3,Gmax_Glyma.18G044100
AT3G03220,AT2G37640,8,4,7,6,3,Gmax_Glyma.14G210500
AT3G03220,AT2G37640,8,4,7,6,3,Gsoja_GlysoPI483463.14G168200
AT3G03220,AT2G37640,8,4,7,6,3,Gmax_Glyma.02G240900
AT3G03220,AT2G37640,8,4,7,6,3,Gsoja_GlysoPI483463.02G200700
AT3G03220,AT2G37640,8,4,7,6,3,Vcorymbosum_maker-VaccDscaff30-augustus-gene-281.27
AT3G03220,AT2G37640,8,4,7,6,3,Vcorymbosum_maker-VaccDscaff42-augustus-gene-35.22
AT3G03220,AT2G37640,8,4,7,6,3,Vcorymbosum_maker-VaccDscaff13-augustus-gene-25.19
AT3G03220,AT2G37640,8,4,7,6,3,Graimondii_Gorai.001G083300
AT3G03220,AT2G37640,8,4,7,6,3,Fxananassa_maker-Fvb3-3-augustus-gene-61.38
AT3G03220,AT2G37640,8,4,7,6,3,Fxananassa_maker-Fvb1-2-augustus-gene-258.24
AT3G03220,AT2G37640,8,4,7,6,3,Fxananassa_maker-Fvb1-3-augustus-gene-269.15
AT3G03220,AT2G37640,8,4,7,6,3,Fxananassa_maker-Fvb1-4-augustus-gene-179.28
AT3G03220,AT2G37640,8,4,7,6,3,Fxananassa_maker-Fvb1-4-augustus-gene-180.31
AT3G03220,AT2G37640,8,4,7,6,3,Fxananassa_maker-Fvb1-1-augustus-gene-9.29
AT3G03220,AT2G37640,8,4,7,6,3,Fxananassa_maker-Fvb1-1-augustus-gene-10.22
AT3G03220,AT2G37640,8,4,7,6,3,Fxananassa_maker-Fvb1-3-augustus-gene-268.19
AT3G03220,AT2G37640,8,4,7,6,3,Fxananassa_maker-Fvb3-4-augustus-gene-227.40
AT3G03220,AT2G37640,8,4,7,6,3,Fxananassa_maker-Fvb1-2-augustus-gene-252.15
AT3G03220,AT2G37640,8,4,7,6,3,Mesculenta_Manes.07G081300
AT3G03220,AT2G37640,8,4,7,6,3,Mesculenta_Manes.10G063600
AT3G03220,AT2G37640,8,4,7,6,3,Mdomestica_MD09G1279500
AT3G03220,AT2G37640,8,4,7,6,3,Mdomestica_MD17G1271500
AT3G03220,AT2G37640,8,4,7,6,3,Mtruncatula_Medtr3g064510
AT3G03220,AT2G37640,8,4,7,6,3,Macuminata_GSMUA_AchrUn_randomG08200_001
AT3G03220,AT2G37640,8,4,7,6,3,Macuminata_GSMUA_Achr4G25480_001
AT3G03220,AT2G37640,8,4,7,6,3,Pxbretschneideri_LOC103959916
AT3G03220,AT2G37640,8,4,7,6,3,Esalsugineum_Thhalv10021327m.g
AT3G03220,AT2G37640,8,4,7,6,3,Alyrata_AL3G12830
AT3G03270,AT3G53990,1,1,1,2,0,Alyrata_AL3G12870
AT3G03320,AT2G43465,1,0,0,0,0,Crubella_Carub.0003s0249
AT3G03320,AT2G43465,1,0,0,0,0,Alyrata_AL3G12950
AT3G03560,AT5G23490,1,1,1,0,1,Alyrata_AL3G13320
AT3G03580,AT4G13650,5,1,4,5,5,Crubella_Carub.0003s0273
AT3G03580,AT4G13650,5,1,4,5,5,Brapa_Brara.E03491
AT3G03580,AT4G13650,5,1,4,5,5,Boleracea_Bo5g148830
AT3G03580,AT4G13650,5,1,4,5,5,Esalsugineum_Thhalv10020027m.g
AT3G03580,AT4G13650,5,1,4,5,5,Alyrata_AL3G13340
AT3G03590,AT2G35605,1,0,0,0,0,Crubella_Carub.0003s0275
AT3G03630,AT3G59760,6,3,3,2,3,Alyrata_AL3G13410
AT3G03650,AT1G74680,2,1,2,1,1,Alyrata_AL3G13440
AT3G03760,AT2G42430,1,0,1,1,0,Alyrata_AL3G13570
AT3G03880,AT4G20300,2,1,2,2,1,Crubella_Carub.0003s0307
AT3G03900,AT5G67520,1,0,2,1,1,Alyrata_AL3G13790
AT3G04050,AT5G56350,4,0,0,0,0,Alyrata_AL3G13960
AT3G04070,AT3G15510,6,5,7,7,7,Alyrata_AL3G13980
AT3G04110,AT5G48400,2,0,0,0,0,Crubella_Carub.0005s0871
AT3G04110,AT5G48400,2,0,0,0,0,Boleracea_Bo1g152190
AT3G04110,AT5G48400,2,0,0,0,0,Brapa_Brara.A03780
AT3G04110,AT5G48400,2,0,0,0,0,Esalsugineum_Thhalv10020081m.g
AT3G04110,AT5G48400,2,0,0,0,0,Alyrata_AL2G22500
AT3G04110,AT5G48400,2,0,0,0,0,Boleracea_Bo4g086650
AT3G04120,AT1G79530,2,2,3,2,2,Athaliana_AT1G13440
AT3G04130,AT3G22670,1,0,1,1,0,Alyrata_AL3G14040
AT3G04250,AT2G38590,9,0,0,0,0,Alyrata_AL685U10010
AT3G04250,AT2G38590,9,0,0,0,0,Alyrata_AL3G14220
AT3G04300,AT4G10280,2,1,2,1,0,Alyrata_AL3G14290
AT3G04360,AT2G33320,1,0,0,0,0,Alyrata_AL3G14350
AT3G04370,AT1G04520,1,0,0,1,0,Alyrata_AL3G14360
AT3G04370,AT1G04520,1,0,0,1,0,Crubella_Carub.0003s0358
AT3G04380,AT1G04050,1,2,2,2,1,Crubella_Carub.0003s0359
AT3G04400,AT2G33370,0,0,0,0,0,Unknown
AT3G04440,AT3G03700,0,0,0,0,0,Unknown
AT3G04450,AT4G28610,2,0,0,0,1,Alyrata_AL3G14400
AT3G04570,AT4G12050,6,3,9,4,6,Alyrata_AL3G14590
AT3G04580,AT3G23150,1,0,0,0,0,Alyrata_AL3G14600
AT3G04800,AT1G72750,1,0,0,0,0,Alyrata_AL3G14960
AT3G05030,AT3G06370,2,0,0,0,0,Alyrata_AL3G15400
AT3G05140,AT5G65530,5,5,4,4,3,Alyrata_AL3G15520
AT3G05220,AT3G06130,1,0,0,0,0,Brapa_Brara.E03383
AT3G05220,AT3G06130,1,0,0,0,0,Boleracea_Bo5g146550
AT3G05220,AT3G06130,1,0,0,0,0,Cviolacea_Clevi.0012s0283
AT3G05270,AT1G77580,1,0,2,1,0,Alyrata_AL3G15710
AT3G05400,AT5G27350,2,0,0,0,0,Alyrata_AL3G15950
AT3G05570,AT4G39235,1,0,0,0,0,Boleracea_Bo5g145290
AT3G05570,AT4G39235,1,0,0,0,0,Brapa_Brara.E03357
AT3G05685,AT4G03565,8,0,0,0,0,Alyrata_AL3G16350
AT3G05685,AT4G03565,8,0,0,0,0,Alyrata_AL3G16370
AT3G05685,AT4G03565,8,0,0,0,0,Alyrata_AL3G16360
AT3G05690,AT5G06510,1,0,0,0,0,Alyrata_AL3G16380
AT3G05930,AT3G62020,2,0,0,1,0,Alyrata_AL3G16690
AT3G06030,AT1G09000,1,0,1,0,0,Alyrata_AL3G16860
AT3G06230,AT1G73500,1,0,0,0,0,Alyrata_AL3G17090
AT3G06240,AT4G12560,2,0,8,3,0,Alyrata_AL3G17100
AT3G06480,AT3G01540,1,0,1,1,1,Alyrata_AL3G17500
AT3G06550,AT2G34410,1,1,1,1,0,Alyrata_AL3G17590
AT3G06860,AT4G29010,1,1,1,1,1,Alyrata_AL3G17980
AT3G07030,AT1G76010,1,1,2,1,2,Alyrata_AL3G18250
AT3G07320,AT3G23770,1,0,0,0,0,Alyrata_AL3G18620
AT3G07330,AT4G31590,2,2,2,3,3,Crubella_Carub.0003s0687
