Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification,Duplicate.1_tau,Duplicate.2_tau,absdiff,Correlation
AT1G76090,unM,AT1G20330,unM,wgd,Same,unM-unM,0.135969922646829,0.319500749705128,0.183530827058299,0.403340481622136
AT1G76100,unM,AT1G20340,unM,wgd,Same,unM-unM,0.208112283422812,0.204803615170727,0.00330866825208448,0.862115803365103
AT1G76140,gbM,AT1G20380,Unclassified,wgd,Undetermined,gbM-Unclassified,0.196716688675701,0.198486048560229,0.00176935988452839,-0.238196200214436
AT1G76160,unM,AT1G41830,unM,dispersed,Same,unM-unM,0.216605905257042,0.246303314648434,0.0296974093913921,0.401949349552087
AT1G76170,Unclassified,AT2G44270,Unclassified,transposed,Undetermined,Unclassified-Unclassified,0.134739450078924,0.227567439284748,0.0928279892058236,0.432643434275964
AT1G76180,unM,AT1G20440,unM,wgd,Same,unM-unM,0.331390822404576,0.193380044135329,0.138010778269247,0.38142507591103
AT1G76190,Unclassified,AT1G20470,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.398847900116599,0.669702329720235,0.270854429603636,0.371759734771103
AT1G76190,Unclassified,AT5G27780,Unclassified,transposed,Undetermined,Unclassified-Unclassified,0.874627694943272,0.669702329720235,0.204925365223037,-0.109101300595466
AT1G76260,Unclassified,AT1G20540,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.113582004112788,0.161285302955542,0.0477032988427545,0.221829702048755
AT1G76270,Unclassified,AT1G20550,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.336845367622764,0.232869583962189,0.103975783660574,0.291815046674313
AT1G76310,unM,AT1G20590,unM,wgd,Same,unM-unM,0.933953001369303,0.31119436912808,0.622758632241223,-0.0520353450913964
AT1G76320,gbM,AT4G15090,Unclassified,transposed,Undetermined,gbM-Unclassified,0.0825877347007093,0.0922705179412511,0.00968278324054184,0.28746651343693
AT1G76350,gbM,AT1G20640,gbM,wgd,Same,gbM-gbM,0.257114497292043,0.134747445539327,0.122367051752716,0.081735650124562
AT1G76380,gbM,AT1G20670,unM,wgd,Different,gbM-unM,0.222369235389092,0.157577913995518,0.064791321393574,0.270474648100023
AT1G76390,gbM,AT1G20780,gbM,wgd,Same,gbM-gbM,0.166297526463471,0.257101370969836,0.0908038445063651,0.320356012402376
AT1G76405,unM,AT1G20816,Unclassified,wgd,Undetermined,unM-Unclassified,0.18748695634076,0.264551410223546,0.0770644538827857,0.510794825440811
AT1G76410,unM,AT1G20823,unM,wgd,Same,unM-unM,0.328087474540973,0.442298778175558,0.114211303634585,0.0625055538100858
AT1G76430,unM,AT1G20860,unM,wgd,Same,unM-unM,0.896311557907385,0.797736217566112,0.0985753403412731,0.703186401611401
AT1G76440,gbM,AT1G20870,unM,wgd,Different,gbM-unM,0.418518490020027,0.220031444940604,0.198487045079423,0.275797289796302
AT1G76490,unM,AT2G17370,unM,transposed,Same,unM-unM,0.401529611477962,0.302585567621869,0.0989440438560929,0.943812004509467
AT1G76510,gbM,AT1G20910,gbM,wgd,Same,gbM-gbM,0.116692844343957,0.134545460764343,0.017852616420386,0.219356890437683
AT1G76520,unM,AT1G76530,Unclassified,tandem,Undetermined,unM-Unclassified,0.626625420135564,0.275061863041992,0.351563557093572,0.218179642001885
AT1G76520,Unclassified,AT1G20925,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.818017148293208,0.275061863041992,0.542955285251216,-0.095185350720084
AT1G76540,Unclassified,AT1G20930,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.275899350620038,0.272493792620993,0.00340555799904552,0.800707205341634
AT1G76580,gbM,AT1G20980,gbM,wgd,Same,gbM-gbM,0.135699698334633,0.278092005041464,0.142392306706831,0.131840631398109
AT1G76590,unM,AT2G27930,unM,transposed,Same,unM-unM,0.607950704824067,0.476041614572497,0.13190909025157,-0.104268709959809
AT1G76590,unM,AT1G21000,unM,wgd,Same,unM-unM,0.415041688914816,0.476041614572497,0.0609999256576811,0.903477092409895
AT1G76590,unM,AT1G43000,unM,transposed,Same,unM-unM,0.574231741035557,0.476041614572497,0.0981901264630592,0.00960356982562292
AT1G76600,unM,AT1G21010,unM,wgd,Same,unM-unM,0.52576110224995,0.355896749937679,0.169864352312272,0.0998798585794637
AT1G76610,unM,AT1G21050,unM,wgd,Same,unM-unM,0.323590092444222,0.502516742972981,0.178926650528759,-0.21050201453572
AT1G76620,unM,AT3G18900,unM,transposed,Same,unM-unM,0.432176222378933,0.239396272765369,0.192779949613564,0.0942788353007454
AT1G76640,unM,AT3G01830,unM,transposed,Same,unM-unM,0.623024788943007,0.707619231611713,0.0845944426687066,0.0113958838981327
AT1G76640,unM,AT3G50770,unM,transposed,Same,unM-unM,0.499769448468437,0.707619231611713,0.207849783143276,0.109255087535882
AT1G76650,unM,AT1G76640,unM,tandem,Same,unM-unM,0.707619231611713,0.423242076776476,0.284377154835237,-0.0521964979042865
AT1G76690,unM,AT1G76680,unM,tandem,Same,unM-unM,0.260993273029063,0.288673973168603,0.0276807001395405,0.660994798520952
AT1G76700,Unclassified,AT1G21080,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.172486010103411,0.226374244104028,0.0538882340006172,0.786124963292282
AT1G76705,unM,AT5G03960,Unclassified,dispersed,Undetermined,unM-Unclassified,0.562299741820414,0.47480632995529,0.0874934118651236,-0.00898329697535074
AT1G76720,gbM,AT1G76810,unM,transposed,Different,gbM-unM,0.0766590176910053,0.209457070946396,0.13279805325539,-0.223856304145209
AT1G76780,unM,AT1G76770,Unclassified,tandem,Undetermined,unM-Unclassified,0.68431169132978,0.454360707136914,0.229950984192866,0.952755182727398
AT1G76790,Unclassified,AT1G21100,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.687777351626301,0.368193418623835,0.319583933002465,0.111822886900698
AT1G76800,unM,AT1G21140,unM,wgd,Same,unM-unM,0.673774303768441,0.528877977169393,0.144896326599048,-0.0981190961373905
AT1G76810,gbM,AT1G21160,gbM,wgd,Same,gbM-gbM,0.211402128580271,0.0766590176910053,0.134743110889266,0.338158569267869
AT1G76820,gbM,AT1G76810,unM,tandem,Different,gbM-unM,0.0766590176910053,0.29803930186971,0.221380284178705,0.35501100026047
AT1G76850,gbM,AT1G21170,Unclassified,wgd,Undetermined,gbM-Unclassified,0.233613158023248,0.100098401309302,0.133514756713946,0.652479391863287
AT1G76870,gbM,AT1G21200,unM,wgd,Different,gbM-unM,0.153586191221143,0.212706325680116,0.0591201344589732,-0.128134742712547
AT1G76890,unM,AT1G76880,unM,tandem,Same,unM-unM,0.142934984540125,0.292089467235464,0.149154482695339,0.49105145991061
AT1G76930,unM,AT1G21310,unM,wgd,Same,unM-unM,0.417314610033929,0.592629062340444,0.175314452306515,0.331389853128083
AT1G76940,unM,AT1G21320,unM,wgd,Same,unM-unM,0.74849346851864,0.218719802488234,0.529773666030406,-0.032888431525633
AT1G76960,unM,AT1G76955,unM,tandem,Same,unM-unM,0.491812160646021,0.566055590298088,0.0742434296520667,0.688060533639061
AT1G76970,gbM,AT1G21380,Unclassified,wgd,Undetermined,gbM-Unclassified,0.130925570622551,0.279035453097179,0.148109882474628,0.483925495896812
AT1G76980,unM,AT1G21390,unM,wgd,Same,unM-unM,0.228570273643351,0.301383744843401,0.0728134712000497,0.291381347742907
AT1G77000,gbM,AT1G21410,unM,wgd,Different,gbM-unM,0.320523570399127,0.326642648878194,0.00611907847906706,0.857278924234312
AT1G77130,unM,AT3G18660,Unclassified,dispersed,Undetermined,unM-Unclassified,0.495579044290541,0.174892512110827,0.320686532179715,0.145142002356691
AT1G77160,unM,AT1G77145,unM,proximal,Same,unM-unM,0.616580836058306,0.873199127610257,0.256618291551951,0.347157693459446
AT1G77270,Unclassified,AT1G21560,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.222889980868963,0.327537175128513,0.10464719425955,0.561288438259277
AT1G77280,gbM,AT5G63940,gbM,transposed,Same,gbM-gbM,0.178908086026213,0.327982551263997,0.149074465237785,0.71995307836155
AT1G77280,gbM,AT1G21590,gbM,wgd,Same,gbM-gbM,0.199831670223065,0.327982551263997,0.128150881040933,-0.145309954830746
AT1G77390,unM,AT1G44110,Unclassified,dispersed,Undetermined,unM-Unclassified,0.348075283360067,0.385282738942251,0.0372074555821845,0.334933122875214
AT1G77400,unM,AT1G21695,unM,wgd,Same,unM-unM,0.511492197026144,0.241704769162663,0.269787427863482,-0.0963293898363616
AT1G77410,unM,AT5G63800,Unclassified,dispersed,Undetermined,unM-Unclassified,0.273312893036432,0.43271842236687,0.159405529330438,-0.0201567738317982
AT1G77440,unM,AT1G21720,unM,wgd,Same,unM-unM,0.128807120262707,0.143936369905864,0.0151292496431569,0.86921939451055
AT1G77460,gbM,AT1G44120,gbM,dispersed,Same,gbM-gbM,0.504363143776166,0.221161625161463,0.283201518614703,0.304280946862054
AT1G77480,unM,AT1G44130,unM,dispersed,Same,unM-unM,0.690594608810836,0.20825761323846,0.482336995572376,-0.0744497181245452
AT1G77500,Unclassified,AT1G21740,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.299006826428473,0.182476432116667,0.116530394311806,-0.0806784052781582
AT1G77510,unM,AT1G21750,unM,wgd,Same,unM-unM,0.185203404823874,0.216846755009583,0.0316433501857082,0.596191515606931
AT1G77530,unM,AT1G77520,unM,proximal,Same,unM-unM,0.523450884260856,0.765966334516137,0.242515450255281,0.0131897402911413
AT1G77540,unM,AT1G21770,unM,wgd,Same,unM-unM,0.43998899832028,0.211592171220017,0.228396827100263,0.143489898989838
AT1G77610,Unclassified,AT1G21870,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.851205460720663,0.195836910889398,0.655368549831265,0.383163179181326
AT1G77640,unM,AT1G21910,unM,wgd,Same,unM-unM,0.409742739674884,0.520450047165822,0.110707307490938,0.614663325125199
AT1G77660,unM,AT1G21920,unM,wgd,Same,unM-unM,0.249387919326679,0.337896298578956,0.0885083792522776,0.125524080858492
AT1G77760,unM,AT1G37130,unM,wgd,Same,unM-unM,0.329936260842529,0.315563445532996,0.0143728153095331,0.421079556519507
AT1G77770,gbM,AT4G08460,Unclassified,wgd,Undetermined,gbM-Unclassified,0.14432876006484,0.32348761598341,0.17915885591857,0.543212327487005
AT1G77790,unM,AT1G77780,unM,tandem,Same,unM-unM,0.869455905046207,0.807712484481012,0.0617434205651954,0.00500380900602571
AT1G77810,unM,AT1G22015,Unclassified,wgd,Undetermined,unM-Unclassified,0.726715029717612,0.25350400704467,0.473211022672942,-0.11213055554692
AT1G77815,teM,AT1G27870,teM,dispersed,Same,teM-teM,0.993835750376443,0.992842193732731,0.000993556643712146,-0.0197136121857118
AT1G77840,gbM,AT1G36730,unM,wgd,Different,gbM-unM,0.16652764774414,0.283931828627333,0.117404180883194,0.234782348561272
AT1G77855,unM,AT1G22030,unM,wgd,Same,unM-unM,0.330045174780045,0.353264878487458,0.023219703707413,0.331405817214644
AT1G77885,unM,AT1G22065,unM,wgd,Same,unM-unM,0.588011430376864,0.459917737763043,0.128093692613821,0.193330646871094
AT1G77890,gbM,AT4G08540,Unclassified,wgd,Undetermined,gbM-Unclassified,0.179964462411332,0.334431631496311,0.154467169084979,0.269665944538367
AT1G77920,gbM,AT1G22070,Unclassified,wgd,Undetermined,gbM-Unclassified,0.180909648285125,0.360399098462434,0.179489450177309,0.694147397390127
AT1G77932,unM,AT1G22110,unM,wgd,Same,unM-unM,0.680724594012161,0.855445934697796,0.174721340685634,0.286678115740663
AT1G77940,unM,AT3G18740,unM,transposed,Same,unM-unM,0.191468483345834,0.193964672653699,0.00249618930786513,0.852522411930009
AT1G77950,unM,AT1G22130,unM,wgd,Same,unM-unM,0.823521949653681,0.882445721565702,0.0589237719120209,-0.0414382435309688
AT1G77960,unM,AT1G28630,teM,dispersed,Different,unM-teM,0.829805432179051,0.615470689804885,0.214334742374165,0.325844562478005
AT1G77980,unM,AT1G77950,Unclassified,proximal,Undetermined,unM-Unclassified,0.882445721565702,0.881368878237299,0.00107684332840274,-0.0380464512596568
AT1G78020,unM,AT1G22160,unM,wgd,Same,unM-unM,0.237643865565576,0.177803716046957,0.0598401495186187,0.332558700652747
AT1G78050,Unclassified,AT1G22170,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.314307057627853,0.256166687986073,0.0581403696417801,0.690425151194809
AT1G78070,gbM,AT1G36070,Unclassified,wgd,Undetermined,gbM-Unclassified,0.212579581436753,0.328007566360642,0.115427984923889,0.575240195422176
AT1G78070,Unclassified,AT5G56190,Unclassified,transposed,Undetermined,Unclassified-Unclassified,0.25990340336659,0.328007566360642,0.0681041629940521,0.215330411619384
AT1G78080,unM,AT1G22190,unM,wgd,Same,unM-unM,0.293594431348251,0.134804855434623,0.158789575913628,0.674836028902922
AT1G78080,unM,AT1G36060,unM,wgd,Same,unM-unM,0.596086152320591,0.134804855434623,0.461281296885967,-0.197167767679901
AT1G78090,unM,AT1G22210,unM,wgd,Same,unM-unM,0.821426020648433,0.585343413838263,0.23608260681017,-0.00906440471119647
AT1G78100,unM,AT1G22220,unM,wgd,Same,unM-unM,0.529180818813869,0.263253780401745,0.265927038412124,-0.0527162006406138
AT1G78110,unM,AT1G22230,unM,wgd,Same,unM-unM,0.496031053411787,0.3583417946818,0.137689258729987,-0.0840853241203981
AT1G78150,unM,AT1G35780,Unclassified,wgd,Undetermined,unM-Unclassified,0.171916744862861,0.153514233674614,0.0184025111882473,0.348222979792648
AT1G78150,Unclassified,AT4G39860,Unclassified,transposed,Undetermined,Unclassified-Unclassified,0.175130350475322,0.153514233674614,0.0216161168007082,0.32604521198438
AT1G78160,unM,AT1G35730,Unclassified,wgd,Undetermined,unM-Unclassified,0.795768122797682,0.795708417084257,5.97057134252843e-05,-0.0473604090103975
AT1G78160,Unclassified,AT1G22240,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.684280258993853,0.795708417084257,0.111428158090404,0.477434607425516
AT1G78160,unM,AT4G08840,Unclassified,wgd,Undetermined,unM-Unclassified,0.875633634252562,0.795708417084257,0.0799252171683055,0.0463467992087234
AT1G78170,unM,AT1G22250,unM,wgd,Same,unM-unM,0.367453938392229,0.326434727964068,0.0410192104281611,0.297708732778721
AT1G78190,unM,AT1G22270,unM,wgd,Same,unM-unM,0.23982292942338,0.372101355437553,0.132278426014173,0.610296867505101
AT1G78200,unM,AT1G22280,unM,wgd,Same,unM-unM,0.20140111065679,0.135812925446088,0.0655881852107015,0.255348630401425
AT1G78260,unM,AT1G22330,unM,wgd,Same,unM-unM,0.351812719369475,0.412356837539934,0.0605441181704592,0.261776134169061
AT1G78270,unM,AT1G22340,unM,wgd,Same,unM-unM,0.661018494460409,0.276384524815009,0.384633969645399,0.0873719543700049
AT1G78310,gbM,AT2G35230,unM,transposed,Different,gbM-unM,0.117494342554084,0.34971868921012,0.232224346656036,0.227965008770827
AT1G78320,unM,AT1G17170,unM,wgd,Same,unM-unM,0.41533104069206,0.378019471430965,0.0373115692610949,0.0271273609316376
AT1G78370,unM,AT1G78340,unM,proximal,Same,unM-unM,0.737225248639962,0.244999458369574,0.492225790270388,-0.179042770895983
AT1G78380,unM,AT1G78360,unM,proximal,Same,unM-unM,0.873723182294249,0.194252841121385,0.679470341172864,-0.0617795822937733
AT1G78400,unM,AT2G33160,unM,transposed,Same,unM-unM,0.739550521364911,0.845374060122248,0.105823538757337,0.526961239351888
AT1G78410,unM,AT1G17147,unM,wgd,Same,unM-unM,0.561459784883037,0.601218527853968,0.0397587429709312,0.216306995022372
AT1G78420,Unclassified,AT1G17145,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.269028133072557,0.232930313210696,0.036097819861861,0.896534394992156
AT1G78430,unM,AT1G17140,unM,wgd,Same,unM-unM,0.212220617090424,0.330746507286607,0.118525890196183,0.559678200006296
AT1G78450,unM,AT1G17100,unM,wgd,Same,unM-unM,0.220128638570201,0.466667959724346,0.246539321154144,0.0223036717195217
AT1G78460,unM,AT1G78450,unM,tandem,Same,unM-unM,0.466667959724346,0.527504881623249,0.0608369218989033,-0.0843797065865353
AT1G78470,gbM,AT1G67390,unM,dispersed,Different,gbM-unM,0.822235598342399,0.896265538851723,0.0740299405093242,-0.00632430232520973
AT1G78500,gbM,AT2G07050,Unclassified,transposed,Undetermined,gbM-Unclassified,0.14429876280539,0.792266147460302,0.647967384654911,-0.205861702773018
AT1G78520,unM,AT3G28250,unM,transposed,Same,unM-unM,0.920794616256952,0.733025505293344,0.187769110963608,0.206467074241726
AT1G78550,unM,AT1G17010,Unclassified,wgd,Undetermined,unM-Unclassified,0.915950897975756,0.202704881861976,0.71324601611378,0.622297252957214
AT1G78570,gbM,AT3G14790,Unclassified,transposed,Undetermined,gbM-Unclassified,0.346314093961575,0.14333386351926,0.202980230442314,0.315487318537612
AT1G78580,unM,AT4G27550,unM,transposed,Same,unM-unM,0.749511115695948,0.191164167053521,0.558346948642427,-0.134421873581293
AT1G78580,unM,AT1G16980,unM,wgd,Same,unM-unM,0.801815793952575,0.191164167053521,0.610651626899054,-0.165125623040501
AT1G78640,unM,AT1G78635,unM,tandem,Same,unM-unM,0.8938145384552,0.952377753120137,0.0585632146649374,0.319480927924571
AT1G78670,unM,AT1G78660,unM,tandem,Same,unM-unM,0.184281612975609,0.307551714404134,0.123270101428526,0.161732698626971
AT1G78680,unM,AT1G78670,unM,tandem,Same,unM-unM,0.307551714404134,0.192873226043536,0.114678488360598,0.47753727171215
AT1G78720,gbM,AT2G34250,Unclassified,transposed,Undetermined,gbM-Unclassified,0.164311043828275,0.728445841278442,0.564134797450168,-0.0102905453986853
AT1G78740,unM,AT1G78730,unM,tandem,Same,unM-unM,0.155303168939644,0.939035023008281,0.783731854068637,-0.145028375100464
AT1G78750,unM,AT3G23955,unM,transposed,Same,unM-unM,0.802837698865809,0.543091409403768,0.259746289462041,0.628769326465595
AT1G78750,unM,AT1G16945,unM,wgd,Same,unM-unM,0.979659519829943,0.543091409403768,0.436568110426175,0.510084696809535
AT1G78760,unM,AT1G78750,unM,tandem,Same,unM-unM,0.543091409403768,0.668028364743929,0.124936955340162,0.0784183568756317
AT1G78815,unM,AT1G16910,unM,wgd,Same,unM-unM,0.771658404558356,0.674923024935641,0.0967353796227149,-0.13050934229619
AT1G78820,unM,AT1G16905,unM,wgd,Same,unM-unM,0.915422212347014,0.292786966634224,0.62263524571279,-0.180546075218986
AT1G78830,unM,AT1G78820,unM,tandem,Same,unM-unM,0.292786966634224,0.237739065425335,0.0550479012088889,0.311943396827253
AT1G78840,unM,AT1G78760,unM,proximal,Same,unM-unM,0.668028364743929,0.742182674605638,0.0741543098617083,-0.0514698894892483
AT1G78860,unM,AT1G78850,unM,tandem,Same,unM-unM,0.317176532779831,0.627242035809807,0.310065503029975,0.43833552651548
AT1G78870,unM,AT1G16890,unM,wgd,Same,unM-unM,0.192790907067226,0.0967865691560882,0.0960043379111383,0.423622434914746
AT1G78880,gbM,AT1G16860,gbM,wgd,Same,gbM-gbM,0.170013030707646,0.101300538036983,0.0687124926706631,0.172845155009013
AT1G78890,unM,AT1G16840,unM,wgd,Same,unM-unM,0.273453916322838,0.209379389979574,0.0640745263432643,0.791980849740516
AT1G78895,unM,AT1G16825,unM,wgd,Same,unM-unM,0.401570647075271,0.307709558720405,0.0938610883548654,0.907629036777729
AT1G78922,unM,AT1G21722,Unclassified,dispersed,Undetermined,unM-Unclassified,0.890427393454396,0.324683183303561,0.565744210150835,0.721171407159944
AT1G78940,gbM,AT3G20200,gbM,transposed,Same,gbM-gbM,0.534672069293265,0.560189250278068,0.0255171809848032,0.99394942839752
AT1G78955,Unclassified,AT1G78950,Unclassified,tandem,Undetermined,Unclassified-Unclassified,0.51606930044991,0.505946224051254,0.0101230763986566,-0.0599976092677556
AT1G78960,unM,AT1G78970,Unclassified,tandem,Undetermined,unM-Unclassified,0.444071293136108,0.404625581216414,0.0394457119196935,0.113825441230085
AT1G78980,gbM,AT3G13065,unM,wgd,Different,gbM-unM,0.590675656679371,0.902038079578601,0.31136242289923,0.966406727674786
AT1G78990,unM,AT1G32910,unM,dispersed,Same,unM-unM,0.805094966793166,0.422653178005266,0.3824417887879,-0.0645256178339227
AT1G79000,gbM,AT1G16710,gbM,wgd,Same,gbM-gbM,0.0993354501551675,0.164507151498156,0.065171701342988,0.849616980465256
AT1G79010,Unclassified,AT1G16700,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.123739578173104,0.119873604127846,0.00386597404525811,0.777528525451367
AT1G79020,gbM,AT1G16690,Unclassified,wgd,Undetermined,gbM-Unclassified,0.110474523012424,0.209811072455553,0.0993365494431285,-0.6566658345518
