,Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
3002,AT1G66900,Unmethylated,AT5G38220,Unclassified,wgd,Undetermined,NA
3003,AT1G66910,Unmethylated,AT5G38240,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3004,AT1G67035,Unmethylated,AT5G38300,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3005,AT1G67050,Unmethylated,AT5G38320,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3006,AT1G67090,Unmethylated,AT5G38410,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3007,AT1G67110,Unmethylated,AT5G38450,Unclassified,wgd,Undetermined,NA
3008,AT1G67210,gbM,AT5G38600,gbM,wgd,Same,gbM-gbM
3009,AT1G67250,Unclassified,AT5G38650,Unmethylated,wgd,Undetermined,NA
3010,AT1G67270,Unmethylated,AT5G38690,Unclassified,wgd,Undetermined,NA
3011,AT3G30775,Unmethylated,AT5G38710,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3012,AT3G30580,Unmethylated,AT5G38790,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3013,AT3G30530,Unmethylated,AT5G38800,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3014,AT3G30390,gbM,AT5G38820,Unclassified,wgd,Undetermined,gbM-Unclassified
3015,AT3G30180,Unmethylated,AT5G38970,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3016,AT3G29670,Unmethylated,AT5G39050,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3017,AT3G29370,Unmethylated,AT5G39240,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3018,AT3G29360,gbM,AT5G39320,Unmethylated,wgd,Different,NA
3019,AT3G29350,Unmethylated,AT5G39340,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3020,AT3G29180,gbM,AT5G39430,Unmethylated,wgd,Different,NA
3021,AT3G29160,gbM,AT5G39440,Unmethylated,wgd,Different,NA
3022,AT3G29100,gbM,AT5G39510,gbM,wgd,Same,gbM-gbM
3023,AT3G29035,Unmethylated,AT5G39610,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3024,AT3G29000,Unmethylated,AT5G39670,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3025,AT3G28920,Unmethylated,AT5G39760,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3026,AT3G28857,Unmethylated,AT5G39860,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3027,AT3G28850,Unclassified,AT5G39865,Unclassified,wgd,Undetermined,Unclassified-Unclassified
3028,AT3G28810,Unmethylated,AT5G39870,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3029,AT3G28510,Unclassified,AT5G40000,Unmethylated,wgd,Undetermined,NA
3030,AT3G28500,Unmethylated,AT5G40040,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3031,AT3G28410,teM,AT5G40050,Unmethylated,wgd,Different,NA
3032,AT3G28200,Unmethylated,AT5G40150,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3033,AT3G28140,Unmethylated,AT5G40190,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3034,AT3G28050,Unclassified,AT5G40210,Unmethylated,wgd,Undetermined,NA
3035,AT3G28007,Unmethylated,AT5G40260,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3036,AT3G27970,Unmethylated,AT5G40310,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3037,AT3G27920,Unmethylated,AT5G40330,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3038,AT3G27860,Unclassified,AT5G40340,Unclassified,wgd,Undetermined,Unclassified-Unclassified
3039,AT3G27810,Unmethylated,AT5G40350,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3040,AT3G27785,Unmethylated,AT5G40360,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3041,AT3G27660,Unmethylated,AT5G40420,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3042,AT3G27630,Unmethylated,AT5G40460,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3043,AT3G27570,Unclassified,AT5G40510,Unmethylated,wgd,Undetermined,NA
3044,AT3G27560,Unclassified,AT5G40540,Unmethylated,wgd,Undetermined,NA
3045,AT3G27460,Unclassified,AT5G40550,Unclassified,wgd,Undetermined,Unclassified-Unclassified
3046,AT3G27430,Unclassified,AT5G40580,Unclassified,wgd,Undetermined,Unclassified-Unclassified
3047,AT3G27420,gbM,AT5G40600,Unclassified,wgd,Undetermined,gbM-Unclassified
3048,AT3G27410,Unmethylated,AT5G40620,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3049,AT3G27390,gbM,AT5G40640,gbM,wgd,Same,gbM-gbM
3050,AT3G27380,Unclassified,AT5G40650,Unmethylated,wgd,Undetermined,NA
3051,AT3G27355,Unmethylated,AT5G40690,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3052,AT3G27350,Unmethylated,AT5G40700,Unclassified,wgd,Undetermined,NA
3053,AT3G27330,Unmethylated,AT5G40720,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3054,AT3G27300,Unclassified,AT5G40760,gbM,wgd,Undetermined,gbM-Unclassified
3055,AT3G27280,Unclassified,AT5G40770,Unmethylated,wgd,Undetermined,NA
3056,AT3G27250,Unmethylated,AT5G40790,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3057,AT3G27240,gbM,AT5G40810,gbM,wgd,Same,gbM-gbM
3058,AT3G27230,Unclassified,AT5G40830,gbM,wgd,Undetermined,gbM-Unclassified
3059,AT3G27210,Unmethylated,AT5G40860,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3060,AT3G27190,Unclassified,AT5G40870,Unclassified,wgd,Undetermined,Unclassified-Unclassified
3061,AT3G27170,Unclassified,AT5G40890,gbM,wgd,Undetermined,gbM-Unclassified
3062,AT3G27080,Unclassified,AT5G40930,Unclassified,wgd,Undetermined,Unclassified-Unclassified
3063,AT3G27030,Unmethylated,AT5G40960,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3064,AT3G27027,Unmethylated,AT5G40980,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3065,AT3G27020,Unclassified,AT5G41000,gbM,wgd,Undetermined,gbM-Unclassified
3066,AT3G26960,Unmethylated,AT5G41050,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3067,AT3G26935,gbM,AT5G41060,Unmethylated,wgd,Different,NA
3068,AT3G26932,Unmethylated,AT5G41070,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3069,AT3G26910,gbM,AT5G41100,gbM,wgd,Same,gbM-gbM
3070,AT3G26890,Unmethylated,AT5G41110,Unclassified,wgd,Undetermined,NA
3071,AT3G26820,Unclassified,AT5G41120,Unclassified,wgd,Undetermined,Unclassified-Unclassified
3072,AT1G63300,gbM,AT5G41140,gbM,wgd,Same,gbM-gbM
3073,AT1G63400,Unclassified,AT5G41170,gbM,wgd,Undetermined,gbM-Unclassified
3074,AT1G63430,gbM,AT5G41180,gbM,wgd,Same,gbM-gbM
3075,AT1G63450,Unclassified,AT5G41250,Unclassified,wgd,Undetermined,Unclassified-Unclassified
3076,AT1G63500,gbM,AT5G41260,gbM,wgd,Same,gbM-gbM
3077,AT4G00710,gbM,AT5G41260,gbM,wgd,Same,gbM-gbM
3078,AT1G63550,Unmethylated,AT5G41280,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3079,AT1G63640,gbM,AT5G41310,Unclassified,wgd,Undetermined,gbM-Unclassified
3080,AT1G63650,Unmethylated,AT5G41315,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3081,AT4G00480,Unmethylated,AT5G41315,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3082,AT1G63800,Unmethylated,AT5G41340,Unclassified,wgd,Undetermined,NA
3083,AT4G00335,gbM,AT5G41350,gbM,wgd,Same,gbM-gbM
3084,AT4G23450,Unmethylated,AT5G41350,gbM,wgd,Different,NA
3085,AT1G63820,Unmethylated,AT5G41380,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3086,AT1G63830,Unmethylated,AT5G41390,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3087,AT4G23470,Unclassified,AT5G41390,Unmethylated,wgd,Undetermined,NA
3088,AT1G63840,Unmethylated,AT5G41400,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3089,AT4G00295,Unmethylated,AT5G41460,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3090,AT4G23490,Unmethylated,AT5G41460,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3091,AT4G00270,Unmethylated,AT5G41530,teM,wgd,Different,NA
3092,AT1G63860,Unmethylated,AT5G41540,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3093,AT1G64000,Unmethylated,AT5G41570,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3094,AT4G23630,Unmethylated,AT5G41600,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3095,AT1G64090,Unmethylated,AT5G41600,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3096,AT4G23700,Unmethylated,AT5G41610,gbM,wgd,Different,NA
3097,AT1G64170,Unmethylated,AT5G41610,gbM,wgd,Different,NA
3098,AT1G64180,Unclassified,AT5G41620,Unclassified,wgd,Undetermined,Unclassified-Unclassified
3099,AT1G64185,Unmethylated,AT5G41650,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3100,AT1G64190,Unmethylated,AT5G41670,Unclassified,wgd,Undetermined,NA
3101,AT4G23740,gbM,AT5G41680,gbM,wgd,Same,gbM-gbM
3102,AT1G64210,Unclassified,AT5G41680,gbM,wgd,Undetermined,gbM-Unclassified
3103,AT1G64220,Unmethylated,AT5G41685,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3104,AT1G64290,Unmethylated,AT5G41720,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3105,AT1G64300,gbM,AT5G41730,gbM,wgd,Same,gbM-gbM
3106,AT4G00232,Unmethylated,AT5G41765,teM,wgd,Different,NA
3107,AT1G64320,gbM,AT5G41780,Unmethylated,wgd,Different,NA
3108,AT1G64330,Unclassified,AT5G41790,gbM,wgd,Undetermined,gbM-Unclassified
3109,AT1G64340,Unmethylated,AT5G41810,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3110,AT4G00160,Unclassified,AT5G41830,Unmethylated,wgd,Undetermined,NA
3111,AT1G64540,Unmethylated,AT5G41830,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3112,AT4G23820,Unclassified,AT5G41870,Unclassified,wgd,Undetermined,Unclassified-Unclassified
3113,AT1G64630,Unclassified,AT5G41990,gbM,wgd,Undetermined,gbM-Unclassified
3114,AT1G47250,Unclassified,AT5G42790,Unclassified,wgd,Undetermined,Unclassified-Unclassified
3115,AT1G45688,Unmethylated,AT5G42860,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3116,AT1G45545,gbM,AT5G42880,gbM,wgd,Same,gbM-gbM
3117,AT1G45233,Unclassified,AT5G42920,Unclassified,wgd,Undetermined,Unclassified-Unclassified
3118,AT1G45201,Unmethylated,AT5G42930,teM,wgd,Different,NA
3119,AT1G45201,Unmethylated,AT5G42930,teM,wgd,Different,NA
3120,AT1G45180,gbM,AT5G42940,gbM,wgd,Same,gbM-gbM
3122,AT1G45170,Unmethylated,AT5G42960,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3123,AT1G45145,Unmethylated,AT5G42980,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3124,AT1G45050,Unclassified,AT5G42990,Unmethylated,wgd,Undetermined,NA
3125,AT1G45000,Unclassified,AT5G43010,gbM,wgd,Undetermined,gbM-Unclassified
3126,AT1G45243,Unmethylated,AT5G43030,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3127,AT1G47128,Unmethylated,AT5G43060,Unclassified,wgd,Undetermined,NA
3128,AT1G47200,Unmethylated,AT5G43070,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3129,AT1G47210,Unclassified,AT5G43080,Unclassified,wgd,Undetermined,Unclassified-Unclassified
3130,AT1G04440,Unclassified,AT5G43320,gbM,wgd,Undetermined,gbM-Unclassified
3131,AT1G04410,Unclassified,AT5G43330,Unmethylated,wgd,Undetermined,NA
3132,AT1G04370,Unclassified,AT5G43410,Unmethylated,wgd,Undetermined,NA
3133,AT1G04360,Unmethylated,AT5G43420,Unclassified,wgd,Undetermined,NA
3134,AT1G04350,Unmethylated,AT5G43440,Unclassified,wgd,Undetermined,NA
3135,AT1G04340,Unclassified,AT5G43460,gbM,wgd,Undetermined,gbM-Unclassified
3136,AT1G04300,gbM,AT5G43560,gbM,wgd,Same,gbM-gbM
3137,AT1G04270,Unmethylated,AT5G43640,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3138,AT1G04240,Unmethylated,AT5G43700,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3139,AT1G04230,Unmethylated,AT5G43720,Unclassified,wgd,Undetermined,NA
3140,AT1G04220,Unmethylated,AT5G43760,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3141,AT4G28760,gbM,AT5G43880,gbM,wgd,Same,gbM-gbM
3142,AT1G04180,Unmethylated,AT5G43890,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3143,AT4G28720,Unmethylated,AT5G43890,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3144,AT1G04160,gbM,AT5G43900,gbM,wgd,Same,gbM-gbM
3145,AT4G28710,gbM,AT5G43900,gbM,wgd,Same,gbM-gbM
3146,AT4G28706,Unclassified,AT5G43910,Unmethylated,wgd,Undetermined,NA
3147,AT1G04140,gbM,AT5G43930,gbM,wgd,Same,gbM-gbM
3148,AT1G04090,Unmethylated,AT5G43950,gbM,wgd,Different,NA
3149,AT1G04070,Unmethylated,AT5G43970,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3150,AT1G04050,gbM,AT5G43990,gbM,wgd,Same,gbM-gbM
3151,AT1G04040,Unmethylated,AT5G44020,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3152,AT1G04030,Unclassified,AT5G44040,Unclassified,wgd,Undetermined,Unclassified-Unclassified
3153,AT1G04000,Unmethylated,AT5G44060,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3154,AT1G03980,Unmethylated,AT5G44070,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3155,AT1G03970,Unmethylated,AT5G44080,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3156,AT1G03960,Unclassified,AT5G44090,gbM,wgd,Undetermined,gbM-Unclassified
3157,AT1G03930,gbM,AT5G44100,gbM,wgd,Same,gbM-gbM
3158,AT4G28540,gbM,AT5G44100,gbM,wgd,Same,gbM-gbM
3159,AT1G03905,Unclassified,AT5G44110,Unmethylated,wgd,Undetermined,NA
3160,AT4G28520,Unmethylated,AT5G44120,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3161,AT1G03880,Unmethylated,AT5G44120,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3162,AT1G03870,Unmethylated,AT5G44130,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3163,AT1G03860,gbM,AT5G44140,Unmethylated,wgd,Different,NA
3164,AT4G28510,gbM,AT5G44140,Unmethylated,wgd,Different,NA
3165,AT1G03840,Unmethylated,AT5G44160,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3166,AT1G03790,Unmethylated,AT5G44260,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3167,AT4G28395,Unmethylated,AT5G44265,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3168,AT1G03780,Unmethylated,AT5G44270,teM,wgd,Different,NA
3169,AT1G03770,gbM,AT5G44280,gbM,wgd,Same,gbM-gbM
3170,AT1G03740,Unclassified,AT5G44290,gbM,wgd,Undetermined,gbM-Unclassified
3171,AT4G21020,Unmethylated,AT5G44310,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3172,AT4G20980,Unmethylated,AT5G44320,Unclassified,wgd,Undetermined,NA
3173,AT4G20900,Unmethylated,AT5G44330,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3174,AT4G20890,Unmethylated,AT5G44340,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3175,AT4G20880,Unmethylated,AT5G44350,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3176,AT4G20860,Unclassified,AT5G44360,Unmethylated,wgd,Undetermined,NA
3177,AT4G20820,Unmethylated,AT5G44410,Unclassified,wgd,Undetermined,NA
3178,AT4G20780,Unmethylated,AT5G44460,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3179,AT4G20460,Unclassified,AT5G44480,Unmethylated,wgd,Undetermined,NA
3180,AT4G20440,Unmethylated,AT5G44500,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3181,AT4G20430,gbM,AT5G44530,Unclassified,wgd,Undetermined,gbM-Unclassified
3182,AT4G20390,Unmethylated,AT5G44550,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3183,AT4G20200,Unmethylated,AT5G44630,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3184,AT4G20190,Unclassified,AT5G44660,gbM,wgd,Undetermined,gbM-Unclassified
3185,AT4G20170,teM,AT5G44670,Unmethylated,wgd,Different,NA
3186,AT4G20140,Unmethylated,AT5G44700,Unclassified,wgd,Undetermined,NA
3187,AT4G20010,Unmethylated,AT5G44785,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3188,AT4G19975,Unmethylated,AT5G44820,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3189,AT4G19950,Unmethylated,AT5G44860,Unclassified,wgd,Undetermined,NA
3190,AT4G19880,Unmethylated,AT5G44990,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3191,AT4G19700,Unmethylated,AT5G45100,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3192,AT4G19660,gbM,AT5G45110,Unmethylated,wgd,Different,NA
3193,AT4G19650,Unclassified,AT5G45113,Unmethylated,wgd,Undetermined,NA
3194,AT4G19640,Unmethylated,AT5G45130,Unclassified,wgd,Undetermined,NA
3195,AT4G19600,gbM,AT5G45190,gbM,wgd,Same,gbM-gbM
3196,AT4G19530,Unmethylated,AT5G45200,Unclassified,wgd,Undetermined,NA
3197,AT4G19450,Unmethylated,AT5G45275,Unclassified,wgd,Undetermined,NA
3198,AT4G19420,Unclassified,AT5G45280,Unmethylated,wgd,Undetermined,NA
3199,AT4G19360,Unmethylated,AT5G45330,Unclassified,wgd,Undetermined,NA
3200,AT4G19230,Unmethylated,AT5G45340,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3201,AT4G19185,Unclassified,AT5G45370,Unclassified,wgd,Undetermined,Unclassified-Unclassified
3202,AT4G19130,Unmethylated,AT5G45400,gbM,wgd,Different,NA
3203,AT4G19110,gbM,AT5G45430,gbM,wgd,Same,gbM-gbM
3204,AT4G19080,gbM,AT5G45460,Unmethylated,wgd,Different,NA
3205,AT4G19060,gbM,AT5G45490,Unclassified,wgd,Undetermined,gbM-Unclassified
3206,AT4G19050,gbM,AT5G45510,Unmethylated,wgd,Different,NA
3207,AT4G19045,Unclassified,AT5G45550,gbM,wgd,Undetermined,gbM-Unclassified
3208,AT4G19040,gbM,AT5G45560,gbM,wgd,Same,gbM-gbM
3209,AT4G19006,Unclassified,AT5G45620,gbM,wgd,Undetermined,gbM-Unclassified
3210,AT4G18980,Unmethylated,AT5G45630,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3211,AT4G18970,Unclassified,AT5G45670,Unmethylated,wgd,Undetermined,NA
3212,AT4G18920,Unmethylated,AT5G45690,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3213,AT4G18880,Unclassified,AT5G45710,gbM,wgd,Undetermined,gbM-Unclassified
3214,AT4G18820,gbM,AT5G45720,gbM,wgd,Same,gbM-gbM
3215,AT4G18800,Unmethylated,AT5G45750,Unclassified,wgd,Undetermined,NA
3216,AT4G18760,Unmethylated,AT5G45770,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3217,AT4G18730,Unclassified,AT5G45775,Unmethylated,wgd,Undetermined,NA
3218,AT4G18700,Unclassified,AT5G45810,Unmethylated,wgd,Undetermined,NA
3219,AT4G18650,Unmethylated,AT5G45830,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3220,AT4G18640,Unclassified,AT5G45840,Unmethylated,wgd,Undetermined,NA
3221,AT4G18620,Unmethylated,AT5G45860,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3222,AT4G18596,Unmethylated,AT5G45880,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3223,AT4G18480,gbM,AT5G45930,gbM,wgd,Same,gbM-gbM
3224,AT4G18425,Unmethylated,AT5G46090,Unclassified,wgd,Undetermined,NA
3225,AT4G18380,Unmethylated,AT5G46170,Unclassified,wgd,Undetermined,NA
3226,AT4G18375,gbM,AT5G46190,gbM,wgd,Same,gbM-gbM
3227,AT4G18290,Unclassified,AT5G46240,Unmethylated,wgd,Undetermined,NA
3228,AT4G18170,Unmethylated,AT5G46350,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3229,AT4G18160,Unclassified,AT5G46360,Unmethylated,wgd,Undetermined,NA
3230,AT4G18140,gbM,AT5G46410,gbM,wgd,Same,gbM-gbM
3231,AT4G18100,Unmethylated,AT5G46430,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3232,AT4G18050,Unclassified,AT5G46540,Unmethylated,wgd,Undetermined,NA
3233,AT4G17980,Unmethylated,AT5G46590,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3234,AT4G17970,Unmethylated,AT5G46600,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3235,AT4G17960,Unmethylated,AT5G46620,Unclassified,wgd,Undetermined,NA
3236,AT4G17950,Unclassified,AT5G46640,Unmethylated,wgd,Undetermined,NA
3237,AT4G17920,Unmethylated,AT5G46650,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3238,AT4G17900,Unmethylated,AT5G46710,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3239,AT4G17895,Unclassified,AT5G46740,Unclassified,wgd,Undetermined,Unclassified-Unclassified
3240,AT4G17890,Unclassified,AT5G46750,Unclassified,wgd,Undetermined,Unclassified-Unclassified
3241,AT4G17880,Unclassified,AT5G46760,Unmethylated,wgd,Undetermined,NA
3242,AT4G17870,Unmethylated,AT5G46790,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3243,AT4G17730,Unmethylated,AT5G46860,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3244,AT4G17720,Unclassified,AT5G46870,Unclassified,wgd,Undetermined,Unclassified-Unclassified
3245,AT4G17690,Unmethylated,AT5G47000,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3246,AT4G17680,Unmethylated,AT5G47050,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3247,AT4G17670,Unmethylated,AT5G47060,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3248,AT4G17660,Unmethylated,AT5G47070,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3249,AT4G17640,Unmethylated,AT5G47080,Unclassified,wgd,Undetermined,NA
3250,AT4G17615,Unclassified,AT5G47100,Unmethylated,wgd,Undetermined,NA
3251,AT4G17600,Unmethylated,AT5G47110,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3252,AT4G17580,Unmethylated,AT5G47120,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3253,AT4G17570,gbM,AT5G47140,Unclassified,wgd,Undetermined,gbM-Unclassified
3254,AT4G17560,Unclassified,AT5G47190,Unmethylated,wgd,Undetermined,NA
3255,AT4G17530,Unmethylated,AT5G47200,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3256,AT4G17520,Unmethylated,AT5G47210,Unclassified,wgd,Undetermined,NA
3257,AT4G17500,Unmethylated,AT5G47220,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3258,AT4G17490,Unmethylated,AT5G47230,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3259,AT4G17486,Unclassified,AT5G47310,gbM,wgd,Undetermined,gbM-Unclassified
3260,AT4G17470,Unmethylated,AT5G47330,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3261,AT4G17460,Unmethylated,AT5G47370,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3262,AT4G17420,gbM,AT5G47420,Unclassified,wgd,Undetermined,gbM-Unclassified
3263,AT4G17410,gbM,AT5G47430,Unclassified,wgd,Undetermined,gbM-Unclassified
3264,AT4G17360,Unmethylated,AT5G47435,Unclassified,wgd,Undetermined,NA
3265,AT4G17350,Unmethylated,AT5G47440,gbM,wgd,Different,NA
3266,AT4G17340,Unmethylated,AT5G47450,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3267,AT4G17310,Unmethylated,AT5G47455,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3268,AT4G17280,Unclassified,AT5G47530,Unmethylated,wgd,Undetermined,NA
3269,AT4G17270,Unclassified,AT5G47540,Unclassified,wgd,Undetermined,Unclassified-Unclassified
3270,AT4G17250,Unclassified,AT5G47580,Unclassified,wgd,Undetermined,Unclassified-Unclassified
3271,AT4G17245,Unmethylated,AT5G47610,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3272,AT4G17215,Unclassified,AT5G47635,Unmethylated,wgd,Undetermined,NA
3273,AT4G17190,Unmethylated,AT5G47770,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3274,AT3G07820,Unmethylated,AT5G48140,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3275,AT3G07780,Unclassified,AT5G48160,gbM,wgd,Undetermined,gbM-Unclassified
3276,AT3G07720,Unclassified,AT5G48180,Unmethylated,wgd,Undetermined,NA
3277,AT3G07650,Unclassified,AT5G48250,gbM,wgd,Undetermined,gbM-Unclassified
3278,AT3G07600,Unclassified,AT5G48290,Unmethylated,wgd,Undetermined,NA
3279,AT3G07580,Unmethylated,AT5G48335,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3280,AT3G07520,Unclassified,AT5G48400,Unmethylated,wgd,Undetermined,NA
3281,AT3G07440,Unmethylated,AT5G48530,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3282,AT3G07340,Unmethylated,AT5G48560,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3283,AT3G07310,Unmethylated,AT5G48590,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3284,AT3G07200,Unmethylated,AT5G48655,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3285,AT3G07195,Unmethylated,AT5G48657,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3286,AT3G07190,Unclassified,AT5G48660,Unmethylated,wgd,Undetermined,NA
3287,AT3G07170,gbM,AT5G48680,Unclassified,wgd,Undetermined,gbM-Unclassified
3288,AT3G07110,Unmethylated,AT5G48760,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3289,AT3G07010,Unmethylated,AT5G48900,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3290,AT3G06930,gbM,AT5G49020,gbM,wgd,Same,gbM-gbM
3291,AT3G06868,Unmethylated,AT5G49100,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3292,AT3G06840,Unmethylated,AT5G49170,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3293,AT3G06830,Unmethylated,AT5G49180,Unmethylated,wgd,Same,Unmethylated-Unmethylated
3294,AT3G06770,Unmethylated,AT5G49215,Unclassified,wgd,Undetermined,NA
3295,AT3G06760,Unclassified,AT5G49230,Unclassified,wgd,Undetermined,Unclassified-Unclassified
